id_objeto,titulo_original,cultura,periodo,clasificacion_original,nombre_objeto_original,material_original,url_objeto,url_imagen,motivo_filtrado,categoria_revision_v2,motivo_revision_v2,decision_auditoria,motivo_auditoria,observacion_auditoria,decision_sugerida
308018,Sash Fragment,Nasca,,Textiles-Woven,Sash,Camelid hair,https://www.metmuseum.org/art/collection/search/308018,https://images.metmuseum.org/CRDImages/ao/original/DP18628.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['sash'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['sash'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,,,,revisar_para_secundario_o_principal
308020,Sash Fragment,Nasca,,Textiles-Woven,Sash,Camelid hair,https://www.metmuseum.org/art/collection/search/308020,https://images.metmuseum.org/CRDImages/ao/original/DP18630.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['sash'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['sash'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,,,,revisar_para_secundario_o_principal
308028,Bag,Nasca,,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/308028,https://images.metmuseum.org/CRDImages/ao/original/DP18595.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,,,,revisar_para_corpus_principal
308025,Bag,Nasca,,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/308025,https://images.metmuseum.org/CRDImages/ao/original/DP18593.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,,,,revisar_para_corpus_principal
308019,Sash Fragment,Nasca,,Textiles-Woven,Sash,Camelid hair,https://www.metmuseum.org/art/collection/search/308019,https://images.metmuseum.org/CRDImages/ao/original/DP18629.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['sash'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['sash'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,,,,revisar_para_secundario_o_principal
307967,Band Fragment,Nasca,,Textiles-Woven,Band fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/307967,https://images.metmuseum.org/CRDImages/ao/original/29.146.14 -15.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'band'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,,,,revisar_para_corpus_principal
307963,Bag,Nasca,,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/307963,https://images.metmuseum.org/CRDImages/ao/original/DP18609.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,,,,revisar_para_corpus_principal
308029,Fringed Bag,Nasca,,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/308029,https://images.metmuseum.org/CRDImages/ao/original/DP18594.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,,,,revisar_para_corpus_principal
307971,Border Fragments,Nasca,,Textiles-Woven,Border fragments,Camelid hair,https://www.metmuseum.org/art/collection/search/307971,https://images.metmuseum.org/CRDImages/ao/original/DP18443.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,,,,revisar_para_corpus_principal
308026,Fringed Bag,Nasca,,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/308026,https://images.metmuseum.org/CRDImages/ao/original/DP18586_32.32.13.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,,,,revisar_para_corpus_principal
308021,Bag,Nasca,,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/308021,https://images.metmuseum.org/CRDImages/ao/original/DP18587_32.32.8.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,,,,revisar_para_corpus_principal
308023,Bag,Nasca,,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/308023,https://images.metmuseum.org/CRDImages/ao/original/DP18585_32.32.10.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,,,,revisar_para_corpus_principal
307843,Tapestry Bag with Fringes,Nasca,,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/307843,https://images.metmuseum.org/CRDImages/ao/original/DP18590.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['tapestry', 'bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,,,,revisar_para_corpus_principal
307959,Sash or Headband,Nasca,,Textiles-Woven,Sash,Camelid hair,https://www.metmuseum.org/art/collection/search/307959,https://images.metmuseum.org/CRDImages/ao/original/29.146.8.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['sash'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['sash', 'headband'] | título contiene términos débiles asociados a fragmentos o paneles: ['band'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,,,,revisar_para_secundario_o_principal
307970,Border Fragment,Nasca,,Textiles-Woven,Border fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/307970,https://images.metmuseum.org/CRDImages/ao/original/DP218997.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,,,,revisar_para_corpus_principal
308282,Panel with Figures,Nasca,,Textiles-Non-Woven,Textile fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308282,https://images.metmuseum.org/CRDImages/ao/original/TP410.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | título sugiere objeto no textil: ['figure']",candidato_corpus_principal,título indica pieza textil principal con superficie útil,,,,revisar_para_corpus_principal
314363,Tunic,Nasca,,Textiles-Woven,Tunic,Camelid hair,https://www.metmuseum.org/art/collection/search/314363,https://images.metmuseum.org/CRDImages/ao/original/DP221262.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['tunic'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,,,,revisar_para_corpus_principal
316921,Bag,Nasca (?),,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/316921,https://images.metmuseum.org/CRDImages/ao/original/DP18608.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,,,,revisar_para_corpus_principal
313339,Dress Fragment,Nasca,,Textiles-Woven,Textile fragment,"Cotton, pigment",https://www.metmuseum.org/art/collection/search/313339,https://images.metmuseum.org/CRDImages/ao/original/SC207347.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['cotton'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,,,,revisar_para_corpus_principal
319523,Tunic Panel,Nasca,,Textiles-Featherwork,Tunic panel,"Cotton, feathers",https://www.metmuseum.org/art/collection/search/319523,https://images.metmuseum.org/CRDImages/ao/original/hzTR554_2004.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['cotton'] | título contiene términos textiles: ['tunic'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",secundario_featherwork,textil con plumas; conservar en corpus secundario,,,,pasar_a_corpus_secundario
307953,Fragmentary Band,Nasca,,Textiles-Woven,Band fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/307953,https://images.metmuseum.org/CRDImages/ao/original/DP18444.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'band'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,,,,revisar_para_corpus_principal
307969,Border Fragment,Nasca,,Textiles-Woven,Border fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/307969,https://images.metmuseum.org/CRDImages/ao/original/DP18504.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,,,,revisar_para_corpus_principal
307961,Band Fragment,Nasca,,Textiles-Woven,Textile fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/307961,https://images.metmuseum.org/CRDImages/ao/original/75153.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'band'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,,,,revisar_para_corpus_principal
308015,Tapestry Panel,Nasca,,Textiles-Woven,Textile fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/308015,https://images.metmuseum.org/CRDImages/ao/original/DP18635.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['tapestry'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",candidato_corpus_principal,título indica pieza textil principal con superficie útil,,,,revisar_para_corpus_principal
307933,Tapestry Fragment with Figures,Nasca (?),,Textiles-Woven,Textile fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/307933,https://images.metmuseum.org/CRDImages/ao/original/LC-28_64_27_TMSa.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['tapestry'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | título sugiere objeto no textil: ['figure']",candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,,,,revisar_para_corpus_principal
316935,Headband,Nasca (?),,Textiles-Woven,Headband,"Cotton, camelid hair",https://www.metmuseum.org/art/collection/search/316935,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.110.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['headband'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['headband'] | título contiene términos débiles asociados a fragmentos o paneles: ['band'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,,,,revisar_para_secundario_o_principal
316925,Bag,Nasca (?),,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/316925,https://images.metmuseum.org/CRDImages/ao/original/DP18612.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,,,,revisar_para_corpus_principal
307962,Bag Fragment,Nasca,,Textiles-Woven,Bag fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/307962,https://images.metmuseum.org/CRDImages/ao/original/29.146.11.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['bag'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,,,,revisar_para_corpus_principal
307952,Tunic Fragment,Nasca (?),,Textiles-Woven,Tunic fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/307952,https://images.metmuseum.org/CRDImages/ao/original/DP18638.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['tunic'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,,,,revisar_para_corpus_principal
313129,Hanging,Wari (?),,Textiles-Woven,Hanging,"Cotton, paint",https://www.metmuseum.org/art/collection/search/313129,https://images.metmuseum.org/CRDImages/ao/original/222460.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton'] | evidencia cultural/geográfica andina: ['peru', 'wari']",candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,,,,revisar_para_corpus_principal
316342,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316342,https://images.metmuseum.org/CRDImages/ao/original/DP-29624-001.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,,,,revisar_para_corpus_principal_o_secundario
316727,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316727,https://images.metmuseum.org/CRDImages/ao/original/DP-29608-001.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,,,,revisar_para_corpus_principal_o_secundario
314620,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/314620,https://images.metmuseum.org/CRDImages/ao/original/DP-29602-001.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,,,,revisar_para_corpus_principal_o_secundario
316968,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316968,https://images.metmuseum.org/CRDImages/ao/original/DP-29615-001.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,,,,revisar_para_corpus_principal_o_secundario
316972,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316972,https://images.metmuseum.org/CRDImages/ao/original/DP-29619-001.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,,,,revisar_para_corpus_principal_o_secundario
316975,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316975,https://images.metmuseum.org/CRDImages/ao/original/DP-29627-001.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,,,,revisar_para_corpus_principal_o_secundario
316964,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316964,https://images.metmuseum.org/CRDImages/ao/original/DP-29611-001.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,,,,revisar_para_corpus_principal_o_secundario
316977,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316977,https://images.metmuseum.org/CRDImages/ao/original/DP-29629-001.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,,,,revisar_para_corpus_principal_o_secundario
316969,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316969,https://images.metmuseum.org/CRDImages/ao/original/DP-29616-001.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,,,,revisar_para_corpus_principal_o_secundario
316988,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316988,https://images.metmuseum.org/CRDImages/ao/original/DP-29630-001.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['wari']",revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,,,,revisar_para_corpus_principal_o_secundario
316976,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316976,https://images.metmuseum.org/CRDImages/ao/original/DP-29628-001.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,,,,revisar_para_corpus_principal_o_secundario
316971,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316971,https://images.metmuseum.org/CRDImages/ao/original/DP-29618-001.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,,,,revisar_para_corpus_principal_o_secundario
316967,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316967,https://images.metmuseum.org/CRDImages/ao/original/DP-29614-001.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,,,,revisar_para_corpus_principal_o_secundario
316974,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316974,https://images.metmuseum.org/CRDImages/ao/original/DP-29626-001.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,,,,revisar_para_corpus_principal_o_secundario
316973,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316973,https://images.metmuseum.org/CRDImages/ao/original/DP-29620-001.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,,,,revisar_para_corpus_principal_o_secundario
316343,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316343,https://images.metmuseum.org/CRDImages/ao/original/DP-29625-001.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,,,,revisar_para_corpus_principal_o_secundario
316341,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316341,https://images.metmuseum.org/CRDImages/ao/original/DP-29623-001.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,,,,revisar_para_corpus_principal_o_secundario
316340,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316340,https://images.metmuseum.org/CRDImages/ao/original/DP-29622-001.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,,,,revisar_para_corpus_principal_o_secundario
314622,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/314622,https://images.metmuseum.org/CRDImages/ao/original/DP-29603-001.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,,,,revisar_para_corpus_principal_o_secundario
314624,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/314624,https://images.metmuseum.org/CRDImages/ao/original/DP-29605-001.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,,,,revisar_para_corpus_principal_o_secundario
318746,Belt,Recuay,,Textiles-Woven,Belt,Camelid fiber,https://www.metmuseum.org/art/collection/search/318746,https://images.metmuseum.org/CRDImages/ao/original/2001.172_b.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['belt'] | material contiene fibras o soporte textil: ['camelid', 'fiber'] | título contiene términos textiles: ['belt'] | evidencia cultural/geográfica andina: ['peru']",revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,,,,revisar_para_secundario_o_principal
312614,Tunic Section,Wari,,Textiles-Woven,Tunic fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/312614,https://images.metmuseum.org/CRDImages/ao/original/TP411.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['tunic'] | evidencia cultural/geográfica andina: ['peru', 'wari']",candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,,,,revisar_para_corpus_principal
310698,Headcloth,Chancay,,Textiles-Non-Woven,Headband,Cotton,https://www.metmuseum.org/art/collection/search/310698,https://images.metmuseum.org/CRDImages/ao/original/DP-26537-001.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['headband'] | material contiene fibras o soporte textil: ['cotton'] | título contiene términos textiles: ['cloth'] | evidencia cultural/geográfica andina: ['peru', 'chancay']",revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,,,,revisar_para_secundario_o_principal
