grupo_revision,id_objeto,titulo_original,cultura,clasificacion_original,material_original,puntaje_filtro,revision_visual,accion_sugerida,observaciones_revision,titulo_es_sugerido,periodo,pais,region,nombre_objeto_original,decision_filtro,estado_filtrado,motivo_filtrado,url_objeto,url_imagen,url_imagen_miniatura
aceptado_por_filtro,308083,Tapestry Fragment,Inca (?),Textiles-Woven,Camelid hair,18,,,,Fragmento textil,,Peru,,Textile fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['tapestry'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'inca']",https://www.metmuseum.org/art/collection/search/308083,https://images.metmuseum.org/CRDImages/ao/original/DP101353.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP101353.jpg
aceptado_por_filtro,309528,Band,Inca,Textiles-Woven,Camelid hair,11,,,,Objeto textil,,Peru,,Band,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['band'] | evidencia cultural/geográfica andina: ['peru', 'inca']",https://www.metmuseum.org/art/collection/search/309528,https://images.metmuseum.org/CRDImages/ao/original/189514.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/189514.jpg
aceptado_por_filtro,307846,Panel with Birds,Inca,Textiles-Woven,Camelid hair,11,,,,Panel textil,,Peru,,Panel,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'inca']",https://www.metmuseum.org/art/collection/search/307846,https://images.metmuseum.org/CRDImages/ao/original/88392.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/88392.jpg
aceptado_por_filtro,314616,Woven Sling Shot,Inca,Textiles-Woven,Camelid hair,13,,,,Objeto textil,,Peru,,Sling shot,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['woven'] | evidencia cultural/geográfica andina: ['peru', 'inca']",https://www.metmuseum.org/art/collection/search/314616,https://images.metmuseum.org/CRDImages/ao/original/250582.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/250582.jpg
aceptado_por_filtro,316928,Sling,Inca (?),Textiles-Woven,Camelid hair,10,,,,Objeto textil,,Peru,,Sling,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'inca']",https://www.metmuseum.org/art/collection/search/316928,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.103a.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1994.35.103a.jpg
aceptado_por_filtro,314617,Woven Sling Shot,Inca,Textiles-Woven,Camelid hair,13,,,,Objeto textil,,Peru,,Sling shot,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['woven'] | evidencia cultural/geográfica andina: ['peru', 'inca']",https://www.metmuseum.org/art/collection/search/314617,https://images.metmuseum.org/CRDImages/ao/original/250583.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/250583.jpg
aceptado_por_filtro,314615,Woven Sling Shot,Inca,Textiles-Woven,Camelid hair,13,,,,Objeto textil,,Peru,,Sling shot,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['woven'] | evidencia cultural/geográfica andina: ['peru', 'inca']",https://www.metmuseum.org/art/collection/search/314615,https://images.metmuseum.org/CRDImages/ao/original/250581.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/250581.jpg
aceptado_por_filtro,318888,Headband,Inca,Textiles-Woven,Camelid hair,18,,,,Banda o vincha textil,,Peru,,Headband,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['headband'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['headband'] | título contiene términos débiles asociados a fragmentos o paneles: ['band'] | evidencia cultural/geográfica andina: ['peru', 'inca']",https://www.metmuseum.org/art/collection/search/318888,https://images.metmuseum.org/CRDImages/ao/original/DP-13440-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-13440-001.jpg
aceptado_por_filtro,319574,Tunic,Inca,Textiles-Woven,Camelid fiber,17,,,,Túnica textil,,Peru,,Tunic,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['camelid', 'fiber'] | título contiene términos textiles: ['tunic'] | evidencia cultural/geográfica andina: ['peru', 'inca']",https://www.metmuseum.org/art/collection/search/319574,https://images.metmuseum.org/CRDImages/ao/original/DP120795.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP120795.jpg
aceptado_por_filtro,313152,Tunic,Inca,Textiles-Woven,Camelid hair,17,,,,Túnica textil,,Peru,,Tunic,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['tunic'] | evidencia cultural/geográfica andina: ['peru', 'inca']",https://www.metmuseum.org/art/collection/search/313152,https://images.metmuseum.org/CRDImages/ao/original/DP244273.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP244273.jpg
aceptado_por_filtro,315773,Sling Shot,Inca,Textiles-Woven,Camelid hair,10,,,,Objeto textil,,Peru,,Sling shot,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'inca']",https://www.metmuseum.org/art/collection/search/315773,https://images.metmuseum.org/CRDImages/ao/original/250471.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/250471.jpg
aceptado_por_filtro,314528,Tunic with Diamond Band,Inca,Textiles-Woven,"Camelid hair, cotton",18,,,,Túnica textil,,Peru,,Tunic,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['tunic'] | título contiene términos débiles asociados a fragmentos o paneles: ['band'] | evidencia cultural/geográfica andina: ['peru', 'inca']",https://www.metmuseum.org/art/collection/search/314528,https://images.metmuseum.org/CRDImages/ao/original/DP107698.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP107698.jpg
aceptado_por_filtro,307941,Bag Tassel,Inca,Textiles-Woven,"Camelid hair, cotton",17,,,,Bolsa textil,,Peru,,Bag fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'inca']",https://www.metmuseum.org/art/collection/search/307941,"https://images.metmuseum.org/CRDImages/ao/original/DP18687_28.171.4,1.jpg","https://images.metmuseum.org/CRDImages/ao/web-large/DP18687_28.171.4,1.jpg"
aceptado_por_filtro,308079,Tapestry Panel with Stars,Inca,Textiles-Woven,"Camelid hair, cotton",14,,,,Panel textil,,Peru,,Panel,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['tapestry'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'inca']",https://www.metmuseum.org/art/collection/search/308079,https://images.metmuseum.org/CRDImages/ao/original/DP18702_33.149.44.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18702_33.149.44.jpg
aceptado_por_filtro,315708,Band Fragment,Inca,Textiles-Woven,"Cotton, camelid hair",15,,,,Fragmento textil,,Peru,,Textile fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'band'] | evidencia cultural/geográfica andina: ['peru', 'inca']",https://www.metmuseum.org/art/collection/search/315708,https://images.metmuseum.org/CRDImages/ao/original/DP18703.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18703.jpg
aceptado_por_filtro,316939,Miniature Tunic,Inca,Textiles-Woven,"Cotton, camelid hair",17,,,,Túnica textil,,Peru,,Miniature tunic,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['tunic'] | evidencia cultural/geográfica andina: ['peru', 'inca']",https://www.metmuseum.org/art/collection/search/316939,https://images.metmuseum.org/CRDImages/ao/original/DP-13440-003.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-13440-003.jpg
aceptado_por_filtro,315690,Bag,Inca,Textiles-Woven,"Camelid hair, cotton",17,,,,Bolsa textil,,Peru,,Bag,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'inca']",https://www.metmuseum.org/art/collection/search/315690,https://images.metmuseum.org/CRDImages/ao/original/DP18706_1987.394.642.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18706_1987.394.642.jpg
aceptado_por_filtro,313324,Sleeveless Tunic,Inca,Textiles-Woven,"Cotton, camelid hair",17,,,,Túnica textil,,Peru,,Tunic,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['tunic'] | evidencia cultural/geográfica andina: ['peru', 'inca']",https://www.metmuseum.org/art/collection/search/313324,https://images.metmuseum.org/CRDImages/ao/original/1979.206.1131_a.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/1979.206.1131_a.jpg
aceptado_por_filtro,314614,Cap Woven with Human Hair,Inca,Textiles-Woven,"Camelid hair, human hair",13,,,,Objeto textil,,Peru,,Hat,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['woven'] | evidencia cultural/geográfica andina: ['peru', 'inca']",https://www.metmuseum.org/art/collection/search/314614,https://images.metmuseum.org/CRDImages/ao/original/DP-30090-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-30090-001.jpg
aceptado_por_filtro,308046,Embroidered Border Fragment,Paracas,Textiles-Velvets,Camelid hair,14,,,,Fragmento textil,,Peru,,Border Fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",https://www.metmuseum.org/art/collection/search/308046,https://images.metmuseum.org/CRDImages/ao/original/DP18569.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18569.jpg
aceptado_por_filtro,310511,Mantle Fragment,Paracas,Textiles-Woven,"Cotton, pigment",18,,,,Manto textil,,Peru,Ica Valley,Mantle fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['cotton'] | título contiene términos textiles: ['mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",https://www.metmuseum.org/art/collection/search/310511,https://images.metmuseum.org/CRDImages/ao/original/SC207345.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/SC207345.jpg
aceptado_por_filtro,307853,Embroidered Fragment,Paracas,Textiles-Woven,Camelid hair,18,,,,Fragmento textil,,Peru,,Textile fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",https://www.metmuseum.org/art/collection/search/307853,https://images.metmuseum.org/CRDImages/ao/original/DP18565.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18565.jpg
aceptado_por_filtro,308056,Embroidered Fragment,Paracas,Textiles-Woven,Camelid hair,18,,,,Fragmento textil,,Peru,,Textile fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",https://www.metmuseum.org/art/collection/search/308056,https://images.metmuseum.org/CRDImages/ao/original/DP18567.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18567.jpg
aceptado_por_filtro,308106,Embroidered Fragment,Paracas,Textiles-Woven,Camelid hair,18,,,,Fragmento textil,,Peru,,Textile fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",https://www.metmuseum.org/art/collection/search/308106,https://images.metmuseum.org/CRDImages/ao/original/33.149.1-67-70-76.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/33.149.1-67-70-76.jpg
aceptado_por_filtro,308100,Embroidered Fragment,Paracas,Textiles-Woven,Camelid hair,18,,,,Fragmento textil,,Peru,,Textile fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",https://www.metmuseum.org/art/collection/search/308100,https://images.metmuseum.org/CRDImages/ao/original/DP18575_33.149.70.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18575_33.149.70.jpg
aceptado_por_filtro,308109,Embroidered Fragment,Paracas,Textiles-Woven,Camelid hair,18,,,,Fragmento textil,,Peru,,Textile fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",https://www.metmuseum.org/art/collection/search/308109,https://images.metmuseum.org/CRDImages/ao/original/DP18564_33.149.79.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18564_33.149.79.jpg
aceptado_por_filtro,315049,Mantle,Paracas,Textiles-Woven,Camelid hair,17,,,,Manto textil,,Peru,,Mantle,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['mantle'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",https://www.metmuseum.org/art/collection/search/315049,https://images.metmuseum.org/CRDImages/ao/original/AR446.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/AR446.jpg
aceptado_por_filtro,307682,Embroidered Border Fragment,Paracas,Textiles-Woven,Camelid hair,14,,,,Fragmento textil,,Peru,,Fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",https://www.metmuseum.org/art/collection/search/307682,https://images.metmuseum.org/CRDImages/ao/original/DP170923.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP170923.jpg
aceptado_por_filtro,308057,Embroidered Fragment with Figures,Paracas,Textiles-Woven,Camelid hair,14,,,,Fragmento textil,,Peru,,Textile fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas'] | título sugiere objeto no textil: ['figure']",https://www.metmuseum.org/art/collection/search/308057,https://images.metmuseum.org/CRDImages/ao/original/DP18568.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18568.jpg
aceptado_por_filtro,308113,Embroidered Fragment with Figure,Paracas,Textiles-Woven,Camelid hair,14,,,,Fragmento textil,,Peru,,Textile fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas'] | título sugiere objeto no textil: ['figure']",https://www.metmuseum.org/art/collection/search/308113,https://images.metmuseum.org/CRDImages/ao/original/DP18528.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18528.jpg
aceptado_por_filtro,308048,Embroidered Fragment with Figures,Paracas,Textiles-Woven,Camelid hair,14,,,,Fragmento textil,,Peru,,Textile fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas'] | título sugiere objeto no textil: ['figure']",https://www.metmuseum.org/art/collection/search/308048,https://images.metmuseum.org/CRDImages/ao/original/DP18558.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18558.jpg
aceptado_por_filtro,307852,Embroidered Mantle Fragment,Paracas,Textiles-Woven,Camelid hair,18,,,,Manto textil,,Peru,,Mantle fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",https://www.metmuseum.org/art/collection/search/307852,https://images.metmuseum.org/CRDImages/ao/original/DP18481.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18481.jpg
aceptado_por_filtro,308034,Embroidered Mantle Fragment,Paracas,Textiles-Woven,Camelid hair,18,,,,Manto textil,,Peru,,Mantle fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",https://www.metmuseum.org/art/collection/search/308034,https://images.metmuseum.org/CRDImages/ao/original/DP18571.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18571.jpg
aceptado_por_filtro,307679,Embroidered Mantle Fragment,Paracas,Textiles-Woven,Camelid hair,18,,,,Manto textil,,Peru,,Mantle fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",https://www.metmuseum.org/art/collection/search/307679,https://images.metmuseum.org/CRDImages/ao/original/DP18487.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18487.jpg
aceptado_por_filtro,307851,Embroidered Mantle Fragment,Paracas,Textiles-Woven,Camelid hair,18,,,,Manto textil,,Peru,,Mantle fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",https://www.metmuseum.org/art/collection/search/307851,https://images.metmuseum.org/CRDImages/ao/original/DP18456.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18456.jpg
aceptado_por_filtro,308036,Embroidered Mantle Fragment,Paracas,Textiles-Woven,Camelid hair,18,,,,Manto textil,,Peru,,Mantle fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",https://www.metmuseum.org/art/collection/search/308036,https://images.metmuseum.org/CRDImages/ao/original/33.149.1-67-70-76.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/33.149.1-67-70-76.jpg
aceptado_por_filtro,307677,Embroidered Mantle Fragment,Paracas,Textiles-Woven,Camelid hair,18,,,,Manto textil,,Peru,,Mantle fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",https://www.metmuseum.org/art/collection/search/307677,https://images.metmuseum.org/CRDImages/ao/original/DP18485.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18485.jpg
aceptado_por_filtro,308035,Embroidered Mantle Fragment,Paracas,Textiles-Woven,Camelid hair,18,,,,Manto textil,,Peru,,Mantle fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",https://www.metmuseum.org/art/collection/search/308035,https://images.metmuseum.org/CRDImages/ao/original/DP18570.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18570.jpg
aceptado_por_filtro,308039,Embroidered Mantle Fragment,Paracas,Textiles-Woven,Camelid hair,18,,,,Manto textil,,Peru,,Mantle fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",https://www.metmuseum.org/art/collection/search/308039,https://images.metmuseum.org/CRDImages/ao/original/DP18447.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18447.jpg
aceptado_por_filtro,308101,Embroidered Mantle Fragment,Paracas,Textiles-Woven,Camelid hair,18,,,,Manto textil,,Peru,,Mantle fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",https://www.metmuseum.org/art/collection/search/308101,https://images.metmuseum.org/CRDImages/ao/original/DP18482.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18482.jpg
aceptado_por_filtro,308060,Embroidered Border Fragment,Paracas,Textiles-Woven,Camelid hair,14,,,,Fragmento textil,,Peru,,Border Fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",https://www.metmuseum.org/art/collection/search/308060,https://images.metmuseum.org/CRDImages/ao/original/DP18547.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18547.jpg
aceptado_por_filtro,308072,Embroidered Mantle Fragment,Paracas,Textiles-Woven,Camelid hair,18,,,,Manto textil,,Peru,,Mantle fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",https://www.metmuseum.org/art/collection/search/308072,https://images.metmuseum.org/CRDImages/ao/original/DP18535.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18535.jpg
aceptado_por_filtro,308037,Embroidered Border Fragment,Paracas,Textiles-Woven,Camelid hair,14,,,,Fragmento textil,,Peru,,Border Fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",https://www.metmuseum.org/art/collection/search/308037,https://images.metmuseum.org/CRDImages/ao/original/DP18551.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18551.jpg
aceptado_por_filtro,308068,Embroidered Mantle Fragment,Paracas,Textiles-Woven,Camelid hair,18,,,,Manto textil,,Peru,,Mantle fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",https://www.metmuseum.org/art/collection/search/308068,https://images.metmuseum.org/CRDImages/ao/original/DP18539.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18539.jpg
aceptado_por_filtro,308098,Embroidered Mantle Fragment,Paracas,Textiles-Woven,Camelid hair,18,,,,Manto textil,,Peru,,Mantle fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",https://www.metmuseum.org/art/collection/search/308098,https://images.metmuseum.org/CRDImages/ao/original/DP18454.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18454.jpg
