grupo_revision,id_objeto,titulo_original,cultura,clasificacion_original,material_original,puntaje_filtro,revision_visual,accion_sugerida,observaciones_revision,titulo_es_sugerido,periodo,pais,region,nombre_objeto_original,decision_filtro,estado_filtrado,motivo_filtrado,url_objeto,url_imagen,url_imagen_miniatura
aceptado_por_filtro,307965,Band Fragment,Nasca,Textiles-Woven,Camelid hair,11,,,,Fragmento textil,,Peru,,Band fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'band'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/307965,https://images.metmuseum.org/CRDImages/ao/original/DP18634.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18634.jpg
aceptado_por_filtro,307964,Band Fragment,Nasca,Textiles-Woven,Camelid hair,11,,,,Fragmento textil,,Peru,,Band fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'band'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/307964,https://images.metmuseum.org/CRDImages/ao/original/DP18634.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18634.jpg
aceptado_por_filtro,308027,Fringed Bag,Nasca,Textiles-Woven,Camelid hair,17,,,,Bolsa textil,,Peru,,Bag,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/308027,https://images.metmuseum.org/CRDImages/ao/original/DP18600.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18600.jpg
aceptado_por_filtro,308018,Sash Fragment,Nasca,Textiles-Woven,Camelid hair,18,,,,Fragmento textil,,Peru,,Sash,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['sash'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['sash'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/308018,https://images.metmuseum.org/CRDImages/ao/original/DP18628.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18628.jpg
aceptado_por_filtro,308020,Sash Fragment,Nasca,Textiles-Woven,Camelid hair,18,,,,Fragmento textil,,Peru,,Sash,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['sash'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['sash'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/308020,https://images.metmuseum.org/CRDImages/ao/original/DP18630.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18630.jpg
aceptado_por_filtro,308028,Bag,Nasca,Textiles-Woven,Camelid hair,17,,,,Bolsa textil,,Peru,,Bag,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/308028,https://images.metmuseum.org/CRDImages/ao/original/DP18595.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18595.jpg
aceptado_por_filtro,308025,Bag,Nasca,Textiles-Woven,Camelid hair,17,,,,Bolsa textil,,Peru,,Bag,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/308025,https://images.metmuseum.org/CRDImages/ao/original/DP18593.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18593.jpg
aceptado_por_filtro,308019,Sash Fragment,Nasca,Textiles-Woven,Camelid hair,18,,,,Fragmento textil,,Peru,,Sash,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['sash'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['sash'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/308019,https://images.metmuseum.org/CRDImages/ao/original/DP18629.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18629.jpg
aceptado_por_filtro,307967,Band Fragment,Nasca,Textiles-Woven,Camelid hair,11,,,,Fragmento textil,,Peru,,Band fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'band'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/307967,https://images.metmuseum.org/CRDImages/ao/original/29.146.14 -15.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/29.146.14 -15.jpg
aceptado_por_filtro,307963,Bag,Nasca,Textiles-Woven,Camelid hair,17,,,,Bolsa textil,,Peru,,Bag,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/307963,https://images.metmuseum.org/CRDImages/ao/original/DP18609.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18609.jpg
aceptado_por_filtro,308029,Fringed Bag,Nasca,Textiles-Woven,Camelid hair,17,,,,Bolsa textil,,Peru,,Bag,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/308029,https://images.metmuseum.org/CRDImages/ao/original/DP18594.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18594.jpg
aceptado_por_filtro,307971,Border Fragments,Nasca,Textiles-Woven,Camelid hair,11,,,,Fragmento textil,,Peru,,Border fragments,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/307971,https://images.metmuseum.org/CRDImages/ao/original/DP18443.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18443.jpg
aceptado_por_filtro,308026,Fringed Bag,Nasca,Textiles-Woven,Camelid hair,17,,,,Bolsa textil,,Peru,,Bag,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/308026,https://images.metmuseum.org/CRDImages/ao/original/DP18586_32.32.13.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18586_32.32.13.jpg
aceptado_por_filtro,308021,Bag,Nasca,Textiles-Woven,Camelid hair,17,,,,Bolsa textil,,Peru,,Bag,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/308021,https://images.metmuseum.org/CRDImages/ao/original/DP18587_32.32.8.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18587_32.32.8.jpg
aceptado_por_filtro,308023,Bag,Nasca,Textiles-Woven,Camelid hair,17,,,,Bolsa textil,,Peru,,Bag,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/308023,https://images.metmuseum.org/CRDImages/ao/original/DP18585_32.32.10.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18585_32.32.10.jpg
aceptado_por_filtro,307843,Tapestry Bag with Fringes,Nasca,Textiles-Woven,Camelid hair,17,,,,Bolsa textil,,Peru,,Bag,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['tapestry', 'bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/307843,https://images.metmuseum.org/CRDImages/ao/original/DP18590.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18590.jpg
aceptado_por_filtro,307959,Sash or Headband,Nasca,Textiles-Woven,Camelid hair,18,,,,Faja textil,,Peru,,Sash,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['sash'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['sash', 'headband'] | título contiene términos débiles asociados a fragmentos o paneles: ['band'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/307959,https://images.metmuseum.org/CRDImages/ao/original/29.146.8.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/29.146.8.jpg
aceptado_por_filtro,307970,Border Fragment,Nasca,Textiles-Woven,Camelid hair,11,,,,Fragmento textil,,Peru,,Border fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/307970,https://images.metmuseum.org/CRDImages/ao/original/DP218997.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP218997.jpg
aceptado_por_filtro,308282,Panel with Figures,Nasca,Textiles-Non-Woven,Camelid hair,11,,,,Panel textil,,Peru,,Textile fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | título sugiere objeto no textil: ['figure']",https://www.metmuseum.org/art/collection/search/308282,https://images.metmuseum.org/CRDImages/ao/original/TP410.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/TP410.jpg
aceptado_por_filtro,314363,Tunic,Nasca,Textiles-Woven,Camelid hair,17,,,,Túnica textil,,Peru,,Tunic,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['tunic'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/314363,https://images.metmuseum.org/CRDImages/ao/original/DP221262.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP221262.jpg
aceptado_por_filtro,316921,Bag,Nasca (?),Textiles-Woven,Camelid hair,17,,,,Bolsa textil,,Peru,,Bag,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/316921,https://images.metmuseum.org/CRDImages/ao/original/DP18608.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18608.jpg
aceptado_por_filtro,313339,Dress Fragment,Nasca,Textiles-Woven,"Cotton, pigment",15,,,,Fragmento textil,,Peru,,Textile fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['cotton'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/313339,https://images.metmuseum.org/CRDImages/ao/original/SC207347.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/SC207347.jpg
aceptado_por_filtro,319523,Tunic Panel,Nasca,Textiles-Featherwork,"Cotton, feathers",18,,,,Túnica textil,,Peru,,Tunic panel,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['cotton'] | título contiene términos textiles: ['tunic'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/319523,https://images.metmuseum.org/CRDImages/ao/original/hzTR554_2004.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/hzTR554_2004.jpg
aceptado_por_filtro,307953,Fragmentary Band,Nasca,Textiles-Woven,"Camelid hair, cotton",11,,,,Fragmento textil,,Peru,,Band fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'band'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/307953,https://images.metmuseum.org/CRDImages/ao/original/DP18444.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18444.jpg
aceptado_por_filtro,307969,Border Fragment,Nasca,Textiles-Woven,"Camelid hair, cotton",11,,,,Fragmento textil,,Peru,,Border fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/307969,https://images.metmuseum.org/CRDImages/ao/original/DP18504.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18504.jpg
aceptado_por_filtro,307961,Band Fragment,Nasca,Textiles-Woven,"Camelid hair, cotton",15,,,,Fragmento textil,,Peru,,Textile fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'band'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/307961,https://images.metmuseum.org/CRDImages/ao/original/75153.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/75153.jpg
aceptado_por_filtro,308015,Tapestry Panel,Nasca,Textiles-Woven,"Camelid hair, cotton",18,,,,Panel textil,,Peru,,Textile fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['tapestry'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/308015,https://images.metmuseum.org/CRDImages/ao/original/DP18635.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18635.jpg
aceptado_por_filtro,307933,Tapestry Fragment with Figures,Nasca (?),Textiles-Woven,"Camelid hair, cotton",14,,,,Fragmento textil,,Peru,,Textile fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['tapestry'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | título sugiere objeto no textil: ['figure']",https://www.metmuseum.org/art/collection/search/307933,https://images.metmuseum.org/CRDImages/ao/original/LC-28_64_27_TMSa.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/LC-28_64_27_TMSa.jpg
aceptado_por_filtro,316935,Headband,Nasca (?),Textiles-Woven,"Cotton, camelid hair",18,,,,Banda o vincha textil,,Peru,,Headband,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['headband'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['headband'] | título contiene términos débiles asociados a fragmentos o paneles: ['band'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/316935,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.110.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1994.35.110.jpg
aceptado_por_filtro,316925,Bag,Nasca (?),Textiles-Woven,Camelid hair,17,,,,Bolsa textil,,Peru,,Bag,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/316925,https://images.metmuseum.org/CRDImages/ao/original/DP18612.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18612.jpg
aceptado_por_filtro,307962,Bag Fragment,Nasca,Textiles-Woven,"Camelid hair, cotton",18,,,,Fragmento textil,,Peru,,Bag fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['bag'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/307962,https://images.metmuseum.org/CRDImages/ao/original/29.146.11.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/29.146.11.jpg
aceptado_por_filtro,307952,Tunic Fragment,Nasca (?),Textiles-Woven,Camelid hair,18,,,,Túnica textil,,Peru,,Tunic fragment,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['tunic'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",https://www.metmuseum.org/art/collection/search/307952,https://images.metmuseum.org/CRDImages/ao/original/DP18638.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18638.jpg
aceptado_por_filtro,313129,Hanging,Wari (?),Textiles-Woven,"Cotton, paint",10,,,,Objeto textil,,Peru,,Hanging,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton'] | evidencia cultural/geográfica andina: ['peru', 'wari']",https://www.metmuseum.org/art/collection/search/313129,https://images.metmuseum.org/CRDImages/ao/original/222460.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/222460.jpg
aceptado_por_filtro,316342,Four-Cornered Hat,Wari,Textiles-Costumes,Camelid hair,10,,,,Objeto textil,,Peru,,Hat,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",https://www.metmuseum.org/art/collection/search/316342,https://images.metmuseum.org/CRDImages/ao/original/DP-29624-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-29624-001.jpg
aceptado_por_filtro,316727,Four-Cornered Hat,Wari,Textiles-Costumes,Camelid hair,10,,,,Objeto textil,,Peru,,Hat,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",https://www.metmuseum.org/art/collection/search/316727,https://images.metmuseum.org/CRDImages/ao/original/DP-29608-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-29608-001.jpg
aceptado_por_filtro,314620,Four-Cornered Hat,Wari,Textiles-Costumes,Camelid hair,10,,,,Objeto textil,,Peru,,Hat,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",https://www.metmuseum.org/art/collection/search/314620,https://images.metmuseum.org/CRDImages/ao/original/DP-29602-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-29602-001.jpg
aceptado_por_filtro,316968,Four-Cornered Hat,Wari,Textiles-Costumes,Camelid hair,10,,,,Objeto textil,,Peru,,Hat,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",https://www.metmuseum.org/art/collection/search/316968,https://images.metmuseum.org/CRDImages/ao/original/DP-29615-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-29615-001.jpg
aceptado_por_filtro,316972,Four-Cornered Hat,Wari,Textiles-Costumes,Camelid hair,10,,,,Objeto textil,,Peru,,Hat,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",https://www.metmuseum.org/art/collection/search/316972,https://images.metmuseum.org/CRDImages/ao/original/DP-29619-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-29619-001.jpg
aceptado_por_filtro,316975,Four-Cornered Hat,Wari,Textiles-Costumes,Camelid hair,10,,,,Objeto textil,,Peru,,Hat,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",https://www.metmuseum.org/art/collection/search/316975,https://images.metmuseum.org/CRDImages/ao/original/DP-29627-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-29627-001.jpg
aceptado_por_filtro,316964,Four-Cornered Hat,Wari,Textiles-Costumes,Camelid hair,10,,,,Objeto textil,,Peru,,Hat,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",https://www.metmuseum.org/art/collection/search/316964,https://images.metmuseum.org/CRDImages/ao/original/DP-29611-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-29611-001.jpg
aceptado_por_filtro,316977,Four-Cornered Hat,Wari,Textiles-Costumes,Camelid hair,10,,,,Objeto textil,,Peru,,Hat,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",https://www.metmuseum.org/art/collection/search/316977,https://images.metmuseum.org/CRDImages/ao/original/DP-29629-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-29629-001.jpg
aceptado_por_filtro,316969,Four-Cornered Hat,Wari,Textiles-Costumes,Camelid hair,10,,,,Objeto textil,,Peru,,Hat,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",https://www.metmuseum.org/art/collection/search/316969,https://images.metmuseum.org/CRDImages/ao/original/DP-29616-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-29616-001.jpg
aceptado_por_filtro,316988,Four-Cornered Hat,Wari,Textiles-Costumes,Camelid hair,10,,,,Objeto textil,,Bolivia (?),,Hat,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['wari']",https://www.metmuseum.org/art/collection/search/316988,https://images.metmuseum.org/CRDImages/ao/original/DP-29630-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-29630-001.jpg
aceptado_por_filtro,316976,Four-Cornered Hat,Wari,Textiles-Costumes,Camelid hair,10,,,,Objeto textil,,Peru,,Hat,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",https://www.metmuseum.org/art/collection/search/316976,https://images.metmuseum.org/CRDImages/ao/original/DP-29628-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-29628-001.jpg
aceptado_por_filtro,316971,Four-Cornered Hat,Wari,Textiles-Costumes,Camelid hair,10,,,,Objeto textil,,Peru,,Hat,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",https://www.metmuseum.org/art/collection/search/316971,https://images.metmuseum.org/CRDImages/ao/original/DP-29618-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-29618-001.jpg
aceptado_por_filtro,316967,Four-Cornered Hat,Wari,Textiles-Costumes,Camelid hair,10,,,,Objeto textil,,Peru,,Hat,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",https://www.metmuseum.org/art/collection/search/316967,https://images.metmuseum.org/CRDImages/ao/original/DP-29614-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-29614-001.jpg
aceptado_por_filtro,316974,Four-Cornered Hat,Wari,Textiles-Costumes,Camelid hair,10,,,,Objeto textil,,Peru,,Hat,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",https://www.metmuseum.org/art/collection/search/316974,https://images.metmuseum.org/CRDImages/ao/original/DP-29626-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-29626-001.jpg
aceptado_por_filtro,316973,Four-Cornered Hat,Wari,Textiles-Costumes,Camelid hair,10,,,,Objeto textil,,Peru,,Hat,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",https://www.metmuseum.org/art/collection/search/316973,https://images.metmuseum.org/CRDImages/ao/original/DP-29620-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-29620-001.jpg
aceptado_por_filtro,316343,Four-Cornered Hat,Wari,Textiles-Costumes,Camelid hair,10,,,,Objeto textil,,Peru,,Hat,aceptar,aceptado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",https://www.metmuseum.org/art/collection/search/316343,https://images.metmuseum.org/CRDImages/ao/original/DP-29625-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-29625-001.jpg
