fuente,id_fuente,id_registro,institucion,titulo_original,titulo_es_sugerido,cultura,periodo,fecha_objeto,procedencia,clasificacion_original,tipo_objeto,tipo_superficie,material,material_normalizado,tecnica,descripcion,url_objeto,url_imagen,ruta_imagen_local,licencia,estado_curacion,destino_curacion,origen_curacion,motivo_curacion,decision_filtro,puntaje_filtro,motivo_filtrado,decision_auditoria,motivo_auditoria,observacion_auditoria,posible_duplicado_suave,estado_metadata,estado_anotacion
met,307836,MET-307836,The Metropolitan Museum of Art,Bag,Bolsa textil,Peruvian,,19th century,Peru,,bolso_textil,superficie_amplia,Camelid hair,fibra de camélido,tejido,"Título oficial: Bag. Cultura registrada: Peruvian. Fecha del objeto: 19th century. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: Overall: 4 1/2 x 10 5/8 in. (11.43 x 26.99 cm)
Other: 4 1/2 in. (11.43 cm).",https://www.metmuseum.org/art/collection/search/307836,https://images.metmuseum.org/CRDImages/ao/original/DP101287.jpg,outputs/samples/met_textiles_aceptados_preliminar/met_textil_307836.jpg,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,corpus_principal_preliminar,superficie amplia o composición visual útil detectada: ['bag'],aceptar,17.0,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",,,,True,parcial,sin_anotar
met,307842,MET-307842,The Metropolitan Museum of Art,Bag,Bolsa textil,Peruvian,,10th–15th century,Peru,,bolso_textil,superficie_amplia,Camelid hair,fibra de camélido,tejido,"Título oficial: Bag. Cultura registrada: Peruvian. Fecha del objeto: 10th–15th century. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: Overall: 4 1/8 x 10 1/8 in. (10.46 x 25.72 cm)
Other: 4 1/8 in. (10.46 cm).",https://www.metmuseum.org/art/collection/search/307842,https://images.metmuseum.org/CRDImages/ao/original/DP18689.jpg,outputs/samples/met_textiles_aceptados_preliminar/met_textil_307842.jpg,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,corpus_principal_preliminar,superficie amplia o composición visual útil detectada: ['bag'],aceptar,17.0,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",,,,True,parcial,sin_anotar
met,320804,MET-320804,The Metropolitan Museum of Art,Hanging (?) Fragment,Fragmento textil,Peruvian,,late 16th–17th century,Peru,,tapiz_textil,superficie_amplia,"Camelid hair, cotton",algodón; fibra de camélido,tejido,"Título oficial: Hanging (?) Fragment. Cultura registrada: Peruvian. Fecha del objeto: late 16th–17th century. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 48 x W. 23 in. (121.9 x 58.4 cm).",https://www.metmuseum.org/art/collection/search/320804,https://images.metmuseum.org/CRDImages/ao/original/TR.489.2010_a.jpg,outputs/samples/met_textiles_aceptados_preliminar/met_textil_320804.jpg,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,corpus_principal_preliminar,"superficie amplia o composición visual útil detectada: ['hanging', 'tapestry']",aceptar,15.0,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tapestry'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",,,,False,parcial,sin_anotar
met,316906,MET-316906,The Metropolitan Museum of Art,Tunic Fragment,Túnica textil,Peruvian,,7th–10th century,Peru,,tunica,superficie_amplia,"Cotton, camelid hair",algodón; fibra de camélido,tejido,"Título oficial: Tunic Fragment. Cultura registrada: Peruvian. Fecha del objeto: 7th–10th century. Material registrado: Cotton, camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: Height 45-1/2 in..",https://www.metmuseum.org/art/collection/search/316906,https://images.metmuseum.org/CRDImages/ao/original/1994.35.81.jpg,outputs/samples/met_textiles_aceptados_preliminar/met_textil_316906.jpg,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,corpus_principal_preliminar,superficie amplia o composición visual útil detectada: ['tunic'],aceptar,18.0,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['tunic'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",,,,False,parcial,sin_anotar
met,308120,MET-308120,The Metropolitan Museum of Art,Tunic,Túnica textil,Inca,,1460–1540,Peru,,tunica,superficie_amplia,"Camelid hair, cotton",algodón; fibra de camélido,tejido,"Título oficial: Tunic. Cultura registrada: Inca. Fecha del objeto: 1460–1540. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: W. 29 3/4 in. × H. 37 in. (75.6 × 94 cm).",https://www.metmuseum.org/art/collection/search/308120,https://images.metmuseum.org/CRDImages/ao/original/DP-26536-001.jpg,outputs/samples/met_textiles_aceptados_preliminar/met_textil_308120.jpg,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,corpus_principal_preliminar,superficie amplia o composición visual útil detectada: ['tunic'],aceptar,17.0,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['tunic'] | evidencia cultural/geográfica andina: ['peru', 'inca']",,,,False,parcial,sin_anotar
met,307449,MET-307449,The Metropolitan Museum of Art,Bag,Bolsa textil,Inca,,15th–16th century,Peru,,bolso_textil,superficie_amplia,Cotton,algodón,tejido,Título oficial: Bag. Cultura registrada: Inca. Fecha del objeto: 15th–16th century. Material registrado: Cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 25 in. × W. 23 1/2 in. (63.5 × 59.7 cm).,https://www.metmuseum.org/art/collection/search/307449,https://images.metmuseum.org/CRDImages/ao/original/50407.jpg,outputs/samples/met_textiles_aceptados_preliminar/met_textil_307449.jpg,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,corpus_principal_preliminar,superficie amplia o composición visual útil detectada: ['bag'],aceptar,17.0,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['cotton'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'inca']",,,,False,parcial,sin_anotar
met,319524,MET-319524,The Metropolitan Museum of Art,Fragmentary Woman's Dress,Fragmento textil,Inca,,15th–early 16th century,Peru,,vestimenta_textil,superficie_amplia,Camelid fiber,fibra de camélido; fibra textil,tejido,Título oficial: Fragmentary Woman's Dress. Cultura registrada: Inca. Fecha del objeto: 15th–early 16th century. Material registrado: Camelid fiber. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 47 1/2  x  W. 33 in. (120.7 x 83.8 cm).,https://www.metmuseum.org/art/collection/search/319524,https://images.metmuseum.org/CRDImages/ao/original/2004.406_detail.jpg,outputs/samples/met_textiles_aceptados_preliminar/met_textil_319524.jpg,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,corpus_principal_preliminar,superficie amplia o composición visual útil detectada: ['dress'],aceptar,11.0,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid', 'fiber'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'inca']",,,,False,parcial,sin_anotar
met,308083,MET-308083,The Metropolitan Museum of Art,Tapestry Fragment,Fragmento textil,Inca (?),,15th–16th century,Peru,,tapiz_textil,superficie_amplia,Camelid hair,fibra de camélido,tapiz; tejido,"Título oficial: Tapestry Fragment. Cultura registrada: Inca (?). Fecha del objeto: 15th–16th century. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: Overall: 11 1/2 x 15 1/4 in. (29.21 x 38.74 cm)
Other: 11 1/2 in. (29.21 cm).",https://www.metmuseum.org/art/collection/search/308083,https://images.metmuseum.org/CRDImages/ao/original/DP101353.jpg,outputs/samples/met_textiles_aceptados_preliminar/met_textil_308083.jpg,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,corpus_principal_preliminar,superficie amplia o composición visual útil detectada: ['tapestry'],aceptar,18.0,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['tapestry'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'inca']",,,,False,parcial,sin_anotar
met,307846,MET-307846,The Metropolitan Museum of Art,Panel with Birds,Panel textil,Inca,,15th–16th century,Peru,,panel_textil,superficie_amplia,Camelid hair,fibra de camélido,tejido,"Título oficial: Panel with Birds. Cultura registrada: Inca. Fecha del objeto: 15th–16th century. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: Overall: 16 1/2 x 37 in. (41.91 x 93.98 cm)
Other: 16 1/2 in. (41.91 cm).",https://www.metmuseum.org/art/collection/search/307846,https://images.metmuseum.org/CRDImages/ao/original/88392.jpg,outputs/samples/met_textiles_aceptados_preliminar/met_textil_307846.jpg,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,corpus_principal_preliminar,superficie amplia o composición visual útil detectada: ['panel'],aceptar,11.0,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'inca']",,,,False,parcial,sin_anotar
met,319574,MET-319574,The Metropolitan Museum of Art,Tunic,Túnica textil,Inca,,1400–1530,Peru,,tunica,superficie_amplia,Camelid fiber,fibra de camélido; fibra textil,tejido,Título oficial: Tunic. Cultura registrada: Inca. Fecha del objeto: 1400–1530. Material registrado: Camelid fiber. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 33 x  W. 30 in. (83.8 x 76.2 cm).,https://www.metmuseum.org/art/collection/search/319574,https://images.metmuseum.org/CRDImages/ao/original/DP120795.jpg,outputs/samples/met_textiles_aceptados_preliminar/met_textil_319574.jpg,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,corpus_principal_preliminar,superficie amplia o composición visual útil detectada: ['tunic'],aceptar,17.0,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['camelid', 'fiber'] | título contiene términos textiles: ['tunic'] | evidencia cultural/geográfica andina: ['peru', 'inca']",,,,True,parcial,sin_anotar
met,313152,MET-313152,The Metropolitan Museum of Art,Tunic,Túnica textil,Inca,,1450–1550,Peru,,tunica,superficie_amplia,Camelid hair,fibra de camélido,tejido,Título oficial: Tunic. Cultura registrada: Inca. Fecha del objeto: 1450–1550. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 22 x W. 34 in. (55.9 x 86.4 cm).,https://www.metmuseum.org/art/collection/search/313152,https://images.metmuseum.org/CRDImages/ao/original/DP244273.jpg,outputs/samples/met_textiles_aceptados_preliminar/met_textil_313152.jpg,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,corpus_principal_preliminar,superficie amplia o composición visual útil detectada: ['tunic'],aceptar,17.0,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['tunic'] | evidencia cultural/geográfica andina: ['peru', 'inca']",,,,False,parcial,sin_anotar
met,307941,MET-307941,The Metropolitan Museum of Art,Bag Tassel,Bolsa textil,Inca,,15th–16th century,Peru,,bolso_textil,superficie_amplia,"Camelid hair, cotton",algodón; fibra de camélido,tejido,"Título oficial: Bag Tassel. Cultura registrada: Inca. Fecha del objeto: 15th–16th century. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: Overall: 8 x 15 3/4 in. (20.32 x 40.01 cm)
Other: 8 in. (20.32 cm).",https://www.metmuseum.org/art/collection/search/307941,"https://images.metmuseum.org/CRDImages/ao/original/DP18687_28.171.4,1.jpg",outputs/samples/met_textiles_aceptados_preliminar/met_textil_307941.jpg,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,corpus_principal_preliminar,superficie amplia o composición visual útil detectada: ['bag'],aceptar,17.0,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'inca']",,,,False,parcial,sin_anotar
met,308079,MET-308079,The Metropolitan Museum of Art,Tapestry Panel with Stars,Panel textil,Inca,,15th–16th century,Peru,,panel_textil,superficie_amplia,"Camelid hair, cotton",algodón; fibra de camélido,tapiz; tejido,"Título oficial: Tapestry Panel with Stars. Cultura registrada: Inca. Fecha del objeto: 15th–16th century. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: Overall: 6 3/4 x 9 3/4 in. (17.15 x 24.77 cm)
Other: 6 3/4 in. (17.15 cm).",https://www.metmuseum.org/art/collection/search/308079,https://images.metmuseum.org/CRDImages/ao/original/DP18702_33.149.44.jpg,outputs/samples/met_textiles_aceptados_preliminar/met_textil_308079.jpg,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,corpus_principal_preliminar,"superficie amplia o composición visual útil detectada: ['panel', 'tapestry']",aceptar,14.0,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['tapestry'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'inca']",,,,False,parcial,sin_anotar
met,316939,MET-316939,The Metropolitan Museum of Art,Miniature Tunic,Túnica textil,Inca,,14th–early 16th century,Peru,,tunica,superficie_amplia,"Cotton, camelid hair",algodón; fibra de camélido,tejido,"Título oficial: Miniature Tunic. Cultura registrada: Inca. Fecha del objeto: 14th–early 16th century. Material registrado: Cotton, camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: Height 4-1/2 in..",https://www.metmuseum.org/art/collection/search/316939,https://images.metmuseum.org/CRDImages/ao/original/DP-13440-003.jpg,outputs/samples/met_textiles_aceptados_preliminar/met_textil_316939.jpg,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,corpus_principal_preliminar,superficie amplia o composición visual útil detectada: ['tunic'],aceptar,17.0,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['tunic'] | evidencia cultural/geográfica andina: ['peru', 'inca']",,,,False,parcial,sin_anotar
met,315690,MET-315690,The Metropolitan Museum of Art,Bag,Bolsa textil,Inca,,15th–16th century,Peru,,bolso_textil,superficie_amplia,"Camelid hair, cotton",algodón; fibra de camélido,tejido,"Título oficial: Bag. Cultura registrada: Inca. Fecha del objeto: 15th–16th century. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: W. 8-1/4 in..",https://www.metmuseum.org/art/collection/search/315690,https://images.metmuseum.org/CRDImages/ao/original/DP18706_1987.394.642.jpg,outputs/samples/met_textiles_aceptados_preliminar/met_textil_315690.jpg,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,corpus_principal_preliminar,superficie amplia o composición visual útil detectada: ['bag'],aceptar,17.0,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'inca']",,,,False,parcial,sin_anotar
met,308078,MET-308078,The Metropolitan Museum of Art,"Border fragment, figures with staves",,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308078,https://images.metmuseum.org/CRDImages/ao/original/DP-27315-001.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,316910,MET-316910,The Metropolitan Museum of Art,Sash Fragment,,Peruvian,,,,Textiles-Woven,,,Cotton,,,,https://www.metmuseum.org/art/collection/search/316910,"https://images.metmuseum.org/CRDImages/ao/original/DP18680_1994.35.85,2.jpg",,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,316916,MET-316916,The Metropolitan Museum of Art,Sash Fragments,,Peruvian,,,,Textiles-Woven,,,Cotton,,,,https://www.metmuseum.org/art/collection/search/316916,https://images.metmuseum.org/CRDImages/ao/original/DP18678_1994.35.91.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,316915,MET-316915,The Metropolitan Museum of Art,Sash Fragments,,Peruvian,,,,Textiles-Woven,,,Cotton,,,,https://www.metmuseum.org/art/collection/search/316915,"https://images.metmuseum.org/CRDImages/ao/original/DP18677_1994.35.90A,B.jpg",,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,308084,MET-308084,The Metropolitan Museum of Art,Tapestry Border Fragment,,Peruvian,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308084,https://images.metmuseum.org/CRDImages/ao/original/97502.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,316894,MET-316894,The Metropolitan Museum of Art,Sash Fragment with Fringe,,Peruvian,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/316894,https://images.metmuseum.org/CRDImages/ao/original/DP18602.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,316945,MET-316945,The Metropolitan Museum of Art,Border Fragment,,Paracas,,,,Textiles-Woven,,,"Cotton, camelid hair",,,,https://www.metmuseum.org/art/collection/search/316945,https://images.metmuseum.org/CRDImages/ao/original/DP-28474-001.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,314528,MET-314528,The Metropolitan Museum of Art,Tunic with Diamond Band,,Inca,,,,Textiles-Woven,,,"Camelid hair, cotton",,,,https://www.metmuseum.org/art/collection/search/314528,https://images.metmuseum.org/CRDImages/ao/original/DP107698.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,315708,MET-315708,The Metropolitan Museum of Art,Band Fragment,,Inca,,,,Textiles-Woven,,,"Cotton, camelid hair",,,,https://www.metmuseum.org/art/collection/search/315708,https://images.metmuseum.org/CRDImages/ao/original/DP18703.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,313324,MET-313324,The Metropolitan Museum of Art,Sleeveless Tunic,,Inca,,,,Textiles-Woven,,,"Cotton, camelid hair",,,,https://www.metmuseum.org/art/collection/search/313324,https://images.metmuseum.org/CRDImages/ao/original/1979.206.1131_a.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,308046,MET-308046,The Metropolitan Museum of Art,Embroidered Border Fragment,,Paracas,,,,Textiles-Velvets,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308046,https://images.metmuseum.org/CRDImages/ao/original/DP18569.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,310511,MET-310511,The Metropolitan Museum of Art,Mantle Fragment,,Paracas,,,,Textiles-Woven,,,"Cotton, pigment",,,,https://www.metmuseum.org/art/collection/search/310511,https://images.metmuseum.org/CRDImages/ao/original/SC207345.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,307853,MET-307853,The Metropolitan Museum of Art,Embroidered Fragment,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/307853,https://images.metmuseum.org/CRDImages/ao/original/DP18565.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,308056,MET-308056,The Metropolitan Museum of Art,Embroidered Fragment,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308056,https://images.metmuseum.org/CRDImages/ao/original/DP18567.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,308106,MET-308106,The Metropolitan Museum of Art,Embroidered Fragment,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308106,https://images.metmuseum.org/CRDImages/ao/original/33.149.1-67-70-76.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,308100,MET-308100,The Metropolitan Museum of Art,Embroidered Fragment,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308100,https://images.metmuseum.org/CRDImages/ao/original/DP18575_33.149.70.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,307682,MET-307682,The Metropolitan Museum of Art,Embroidered Border Fragment,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/307682,https://images.metmuseum.org/CRDImages/ao/original/DP170923.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,308057,MET-308057,The Metropolitan Museum of Art,Embroidered Fragment with Figures,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308057,https://images.metmuseum.org/CRDImages/ao/original/DP18568.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,308113,MET-308113,The Metropolitan Museum of Art,Embroidered Fragment with Figure,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308113,https://images.metmuseum.org/CRDImages/ao/original/DP18528.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,308048,MET-308048,The Metropolitan Museum of Art,Embroidered Fragment with Figures,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308048,https://images.metmuseum.org/CRDImages/ao/original/DP18558.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,fragmento_textil_util,,,,pasar_a_corpus_principal,fragmento_textil_util,,,,
met,307852,MET-307852,The Metropolitan Museum of Art,Embroidered Mantle Fragment,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/307852,https://images.metmuseum.org/CRDImages/ao/original/DP18481.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,308034,MET-308034,The Metropolitan Museum of Art,Embroidered Mantle Fragment,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308034,https://images.metmuseum.org/CRDImages/ao/original/DP18571.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,307679,MET-307679,The Metropolitan Museum of Art,Embroidered Mantle Fragment,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/307679,https://images.metmuseum.org/CRDImages/ao/original/DP18487.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,307851,MET-307851,The Metropolitan Museum of Art,Embroidered Mantle Fragment,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/307851,https://images.metmuseum.org/CRDImages/ao/original/DP18456.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,308036,MET-308036,The Metropolitan Museum of Art,Embroidered Mantle Fragment,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308036,https://images.metmuseum.org/CRDImages/ao/original/33.149.1-67-70-76.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,307677,MET-307677,The Metropolitan Museum of Art,Embroidered Mantle Fragment,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/307677,https://images.metmuseum.org/CRDImages/ao/original/DP18485.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,308035,MET-308035,The Metropolitan Museum of Art,Embroidered Mantle Fragment,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308035,https://images.metmuseum.org/CRDImages/ao/original/DP18570.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
met,308039,MET-308039,The Metropolitan Museum of Art,Embroidered Mantle Fragment,,Paracas,,,,Textiles-Woven,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/308039,https://images.metmuseum.org/CRDImages/ao/original/DP18447.jpg,,Dominio público / Open Access según metadata de The Met,corpus_principal,principal,auditoria_aceptados_no_piloto,superficie_textil_util,,,,pasar_a_corpus_principal,superficie_textil_util,,,,
