fuente,id_fuente,id_registro,institucion,titulo_original,titulo_es_sugerido,cultura,periodo,fecha_objeto,procedencia,clasificacion_original,tipo_objeto,tipo_superficie,material,material_normalizado,tecnica,descripcion,url_objeto,url_imagen,ruta_imagen_local,licencia,estado_curacion,destino_curacion,origen_curacion,motivo_curacion,decision_filtro,puntaje_filtro,motivo_filtrado,decision_auditoria,motivo_auditoria,observacion_auditoria,posible_duplicado_suave,estado_metadata,estado_anotacion
met,316969,MET-316969,The Metropolitan Museum of Art,Four-Cornered Hat,,Wari,,,,Textiles-Costumes,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/316969,https://images.metmuseum.org/CRDImages/ao/original/DP-29616-001.jpg,,Dominio público / Open Access según metadata de The Met,corpus_secundario,secundario,auditoria_aceptados_no_piloto,prenda_tridimensional_util,,,,pasar_a_corpus_secundario,prenda_tridimensional_util,,,,
met,316988,MET-316988,The Metropolitan Museum of Art,Four-Cornered Hat,,Wari,,,,Textiles-Costumes,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/316988,https://images.metmuseum.org/CRDImages/ao/original/DP-29630-001.jpg,,Dominio público / Open Access según metadata de The Met,corpus_secundario,secundario,auditoria_aceptados_no_piloto,prenda_tridimensional_util,,,,pasar_a_corpus_secundario,prenda_tridimensional_util,,,,
met,316976,MET-316976,The Metropolitan Museum of Art,Four-Cornered Hat,,Wari,,,,Textiles-Costumes,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/316976,https://images.metmuseum.org/CRDImages/ao/original/DP-29628-001.jpg,,Dominio público / Open Access según metadata de The Met,corpus_secundario,secundario,auditoria_aceptados_no_piloto,prenda_tridimensional_util,,,,pasar_a_corpus_secundario,prenda_tridimensional_util,,,,
met,316971,MET-316971,The Metropolitan Museum of Art,Four-Cornered Hat,,Wari,,,,Textiles-Costumes,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/316971,https://images.metmuseum.org/CRDImages/ao/original/DP-29618-001.jpg,,Dominio público / Open Access según metadata de The Met,corpus_secundario,secundario,auditoria_aceptados_no_piloto,prenda_tridimensional_util,,,,pasar_a_corpus_secundario,prenda_tridimensional_util,,,,
met,316967,MET-316967,The Metropolitan Museum of Art,Four-Cornered Hat,,Wari,,,,Textiles-Costumes,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/316967,https://images.metmuseum.org/CRDImages/ao/original/DP-29614-001.jpg,,Dominio público / Open Access según metadata de The Met,corpus_secundario,secundario,auditoria_aceptados_no_piloto,prenda_tridimensional_util,,,,pasar_a_corpus_secundario,prenda_tridimensional_util,,,,
met,316974,MET-316974,The Metropolitan Museum of Art,Four-Cornered Hat,,Wari,,,,Textiles-Costumes,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/316974,https://images.metmuseum.org/CRDImages/ao/original/DP-29626-001.jpg,,Dominio público / Open Access según metadata de The Met,corpus_secundario,secundario,auditoria_aceptados_no_piloto,prenda_tridimensional_util,,,,pasar_a_corpus_secundario,prenda_tridimensional_util,,,,
met,316973,MET-316973,The Metropolitan Museum of Art,Four-Cornered Hat,,Wari,,,,Textiles-Costumes,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/316973,https://images.metmuseum.org/CRDImages/ao/original/DP-29620-001.jpg,,Dominio público / Open Access según metadata de The Met,corpus_secundario,secundario,auditoria_aceptados_no_piloto,prenda_tridimensional_util,,,,pasar_a_corpus_secundario,prenda_tridimensional_util,,,,
met,316343,MET-316343,The Metropolitan Museum of Art,Four-Cornered Hat,,Wari,,,,Textiles-Costumes,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/316343,https://images.metmuseum.org/CRDImages/ao/original/DP-29625-001.jpg,,Dominio público / Open Access según metadata de The Met,corpus_secundario,secundario,auditoria_aceptados_no_piloto,prenda_tridimensional_util,,,,pasar_a_corpus_secundario,prenda_tridimensional_util,,,,
met,316341,MET-316341,The Metropolitan Museum of Art,Four-Cornered Hat,,Wari,,,,Textiles-Costumes,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/316341,https://images.metmuseum.org/CRDImages/ao/original/DP-29623-001.jpg,,Dominio público / Open Access según metadata de The Met,corpus_secundario,secundario,auditoria_aceptados_no_piloto,prenda_tridimensional_util,,,,pasar_a_corpus_secundario,prenda_tridimensional_util,,,,
met,316340,MET-316340,The Metropolitan Museum of Art,Four-Cornered Hat,,Wari,,,,Textiles-Costumes,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/316340,https://images.metmuseum.org/CRDImages/ao/original/DP-29622-001.jpg,,Dominio público / Open Access según metadata de The Met,corpus_secundario,secundario,auditoria_aceptados_no_piloto,prenda_tridimensional_util,,,,pasar_a_corpus_secundario,prenda_tridimensional_util,,,,
met,314622,MET-314622,The Metropolitan Museum of Art,Four-Cornered Hat,,Wari,,,,Textiles-Costumes,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/314622,https://images.metmuseum.org/CRDImages/ao/original/DP-29603-001.jpg,,Dominio público / Open Access según metadata de The Met,corpus_secundario,secundario,auditoria_aceptados_no_piloto,prenda_tridimensional_util,,,,pasar_a_corpus_secundario,prenda_tridimensional_util,,,,
met,314624,MET-314624,The Metropolitan Museum of Art,Four-Cornered Hat,,Wari,,,,Textiles-Costumes,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/314624,https://images.metmuseum.org/CRDImages/ao/original/DP-29605-001.jpg,,Dominio público / Open Access según metadata de The Met,corpus_secundario,secundario,auditoria_aceptados_no_piloto,prenda_tridimensional_util,,,,pasar_a_corpus_secundario,prenda_tridimensional_util,,,,
met,316955,MET-316955,The Metropolitan Museum of Art,Cap,,Peruvian,,,,Textiles-Costumes,,,Camelid hair,,,,https://www.metmuseum.org/art/collection/search/316955,https://images.metmuseum.org/CRDImages/ao/original/DP-30089-001.jpg,,Dominio público / Open Access según metadata de The Met,corpus_secundario,secundario,auditoria_aceptados_no_piloto,prenda_tridimensional_util,,,,pasar_a_corpus_secundario,prenda_tridimensional_util,,,,
met,314614,MET-314614,The Metropolitan Museum of Art,Cap Woven with Human Hair,,Inca,,,,Textiles-Woven,,,"Camelid hair, human hair",,,,https://www.metmuseum.org/art/collection/search/314614,https://images.metmuseum.org/CRDImages/ao/original/DP-30090-001.jpg,,Dominio público / Open Access según metadata de The Met,corpus_secundario,secundario,auditoria_aceptados_no_piloto,prenda_tridimensional_util,,,,pasar_a_corpus_secundario,prenda_tridimensional_util,,,,
met,312933,MET-312933,The Metropolitan Museum of Art,Headband,,Nasca,,,,Textiles-Woven,,,Camelid fiber,,,,https://www.metmuseum.org/art/collection/search/312933,https://images.metmuseum.org/CRDImages/ao/original/DP-26538-001.jpg,,Dominio público / Open Access según metadata de The Met,corpus_secundario,secundario,auditoria_aceptados_no_piloto,faja_o_banda_util_secundario,,,,pasar_a_corpus_secundario,faja_o_banda_util_secundario,,,,
