source,source_id,accession_number,title,culture,creation_date,classification,technique,medium,department,description,url,image_url,share_license_status,has_image,andean_terms,textile_terms,curation_status,curation_notes,raw_queries
Cleveland Museum of Art,155934,1991.223,Tapestry Fragment,"Peru, North Coast, Lambayeque (Sicán) people",700–1370s,Tapestry,"camelid fiber and cotton, tapestry weave",,Textiles,"The prominent figure with an elaborate headdress duplicated on this brightly colored fragment is known today as a “Lord,” a term that reveals uncertainty about his identity but confidence in his prestige. Whether a king or a deity, he was crucially important to the north coast Lambayeque (lahm-buy-YEK-kay) (Sicán) people, who often portrayed him in a wide range of media. The geometric motif that repeats in the nine central squares is unidentified.",https://clevelandart.org/art/1991.223,https://openaccess-cdn.clevelandart.org/1991.223/1991.223_web.jpg,CC0,True,north coast; peru,camelid; cotton; fiber,candidate,Pendiente de revision visual.,North Coast textile; Peru textile
Cleveland Museum of Art,156237,1992.103,Tapestry Panel,"Peru, Central Coast, Chancay-Chimú style, 11th-15th century",1000–1460s,Tapestry,"camelid fiber and cotton, tapestry weave",,Textiles,"The design of this panel depends on the repetition of a single motif: a small, geometricized head set inside a stepped V, which seems to represent the stylized bodies and wings of two birds. This motif, woven in different color combinations, alternates between up and down to form a sophisticated interlocking pattern that has no proper top and bottom. The panel probably once belonged to a garment.",https://clevelandart.org/art/1992.103,https://openaccess-cdn.clevelandart.org/1992.103/1992.103_web.jpg,CC0,True,chancay; peru,camelid; cotton; fiber; garment; woven,candidate,Pendiente de revision visual.,Chancay textile; Chimu textile; Peru textile
Cleveland Museum of Art,156248,1992.104,Feathered Tabard or Tunic,"Andes, 7th-15th century",600–1500,Textile,black and white feathers sewn to cotton tabby ground,,Textiles,,https://clevelandart.org/art/1992.104,https://openaccess-cdn.clevelandart.org/1992.104/1992.104_web.jpg,CC0,True,andes,cotton; textile; tunic,candidate,Pendiente de revision visual.,Andes textile
Cleveland Museum of Art,156260,1992.105,Feathered Tabard or Tunic,"Andes, 7th-15th century",600–1500,Textile,polychrome feathers sewn to cotton tabby ground,,Textiles,,https://clevelandart.org/art/1992.105,https://openaccess-cdn.clevelandart.org/1992.105/1992.105_web.jpg,CC0,True,andes,cotton; textile; tunic,candidate,Pendiente de revision visual.,Andes textile
Cleveland Museum of Art,156519,1992.231.1,Textile,"Peru, Central Coast, Chancay, 12th-15th century",c. 1100–1400,Textile,tapestry weave,,Textiles,,https://clevelandart.org/art/1992.231.1,https://openaccess-cdn.clevelandart.org/1992.231.1/1992.231.1_web.jpg,CC0,True,chancay; peru,textile,candidate,Pendiente de revision visual.,Chancay textile; Peru textile
Cleveland Museum of Art,156520,1992.231.2,Textile,"Peru, Central Coast, Chancay, 12th-15th century",c. 1100–1400,Textile,double cloth,,Textiles,,https://clevelandart.org/art/1992.231.2,https://openaccess-cdn.clevelandart.org/1992.231.2/1992.231.2_web.jpg,CC0,True,chancay; peru,cloth; textile,candidate,Pendiente de revision visual.,Chancay textile; Peru textile
Cleveland Museum of Art,157111,1993.242,Triple Cloth,"Peru, Recuay",400 BCE–700 CE,Textile,triple cloth: wool,,Textiles,,https://clevelandart.org/art/1993.242,https://openaccess-cdn.clevelandart.org/1993.242/1993.242_web.jpg,CC0,True,peru,cloth; textile; wool,candidate,Pendiente de revision visual.,Peru textile
Cleveland Museum of Art,157112,1993.243,Double Cloth,"Peru, Recuay",400 BCE–700 CE,Textile,wool,,Textiles,,https://clevelandart.org/art/1993.243,https://openaccess-cdn.clevelandart.org/1993.243/1993.243_web.jpg,CC0,True,peru,cloth; textile; wool,candidate,Pendiente de revision visual.,Peru textile
Cleveland Museum of Art,159632,1996.348,Fragments of a Belt,"Peru, South Andes, Tiwanaku style",c. 400,Textile,camelid wool; tapestry,,Textiles,,https://clevelandart.org/art/1996.348,https://openaccess-cdn.clevelandart.org/1996.348/1996.348_web.jpg,CC0,True,andes; peru; tiwanaku,camelid; textile; wool,candidate,Pendiente de revision visual.,Andes textile; Peru textile; Tiwanaku textile
Cleveland Museum of Art,159633,1996.348.a,Fragment of a Belt,"Peru, South Andes, Tiwanaku style",c. 400,Textile,camelid wool; tapestry,,Textiles,,https://clevelandart.org/art/1996.348.a,https://openaccess-cdn.clevelandart.org/1996.348.a/1996.348.a_web.jpg,CC0,True,andes; peru; tiwanaku,camelid; textile; wool,candidate,Pendiente de revision visual.,Andes textile; Peru textile; Tiwanaku textile
Cleveland Museum of Art,159634,1996.348.b,Fragment of a Belt,"Peru, South Andes, Tiwanaku style",c. 400,Textile,camelid wool; tapestry,,Textiles,,https://clevelandart.org/art/1996.348.b,https://openaccess-cdn.clevelandart.org/1996.348.b/1996.348.b_web.jpg,CC0,True,andes; peru; tiwanaku,camelid; textile; wool,candidate,Pendiente de revision visual.,Andes textile; Peru textile; Tiwanaku textile
Cleveland Museum of Art,159839,1997.150,Four-Cornered Hat,"Peru, South Andes or Chile, Northern Andes, Tiwanaku style, 5th-10th Century",c. 400–1000,Textile,alpaca,,Textiles,"A distinctive type of Tiwanaku and Wari headgear was a hat with four ear-like peaks rising from the corners. Depicted on warriors and other men who wear prestigious clothing and ornaments, the hats were made with knots, visible on all sides of this handsome Tiwanaku example. The hat is decorated with a pattern that includes a profile bird head.",https://clevelandart.org/art/1997.150,https://openaccess-cdn.clevelandart.org/1997.150/1997.150_web.jpg,CC0,True,andes; peru; tiwanaku; wari,textile,candidate,Pendiente de revision visual.,Andes textile; Peru textile; Tiwanaku textile; Wari textile
Cleveland Museum of Art,160691,1998.52,Trapezoidal Bag,"Peru, South Coast, Arica culture, or Chile, North Coast, 13th-15th century",1200–1400,Textile,alpaca wool,,Textiles,,https://clevelandart.org/art/1998.52,https://openaccess-cdn.clevelandart.org/1998.52/1998.52_web.jpg,CC0,True,north coast; peru; south coast,textile; wool,candidate,Pendiente de revision visual.,North Coast textile; Peru textile; South Coast textile
Cleveland Museum of Art,160692,1998.53,Trapezoidal Bag,"Peru, South Coast, Arica culture, or Chile, North Coast, 13th-15th century",1200–1400,Textile,alpaca wool,,Textiles,,https://clevelandart.org/art/1998.53,https://openaccess-cdn.clevelandart.org/1998.53/1998.53_web.jpg,CC0,True,north coast; peru; south coast,textile; wool,candidate,Pendiente de revision visual.,North Coast textile; Peru textile; South Coast textile
Cleveland Museum of Art,162398,2002.93,Feathered Panel,"Peru, Far South Coast, Pampa Ocoña, 7th-10th century",600–900,Textile,Papagayo macaw feathers knotted onto strings and stitched to cotton plain-weave cloth; camelid fiber plain-weave cloth upper tape,,Textiles,"Of all the luxury textile types made in the ancient Andes, feathered cloth was one of the most esteemed. This panel may come from a buried offering that contained more than a half-dozen large human-effigy vessels made of ceramic; inside the vessels were 96 rolled panels, all covered with the feathers of the tropical blue-and-yellow macaw. The ties that survive on the upper corners of some panels suggest they served as hangings that transformed a space from mundane to radiant and ceremonial.",https://clevelandart.org/art/2002.93,https://openaccess-cdn.clevelandart.org/2002.93/2002.93_web.jpg,CC0,True,andes; peru; south coast,camelid; cloth; cotton; fiber; textile,candidate,Pendiente de revision visual.,Andes textile; Peru textile; South Coast textile
Cleveland Museum of Art,163622,2005.13,Textile Fragment with Three Frontal Deities and Interlace Pattern,"Peru, South Coast, Paracas (700 BC -AD 1), Yauca Valley?",700–400 BCE,Textile,camelid fiber; double-cloth with structural embroidery,,Textiles,"This textile fragment and (2005.14), belong to a group that represents Andean weavers’ earliest known achievements in double cloth, a technique that allows the creation of identical designs on both faces of the cloth but in reversed colors. They also record the devotion to abstraction typical of the Paracas style. One features three repeats of a highly geometrical standing deity with a fanged mouth. The other includes several stylized deity heads and a blocky, frontally posed feline. The type of garment that these fragments come from remains <br>unknown.",https://clevelandart.org/art/2005.13,https://openaccess-cdn.clevelandart.org/2005.13/2005.13_web.jpg,CC0,True,andean; paracas; peru; south coast,camelid; cloth; fiber; garment; textile,candidate,Pendiente de revision visual.,Andean textile; Paracas textile; Peru textile; South Coast textile
Cleveland Museum of Art,163640,2005.14,"Textile Fragment with Frontal Deity Heads, Felines, and Interlace Pattern","Peru, South Coast, Paracas, Yauca Valley(?)",700–400 BCE,Textile,camelid fiber; double-cloth with structural embroidery,,Textiles,"This textile fragment and (2005.13), belong to a group that represents Andean weavers’ earliest known achievements in double cloth, a technique that allows the creation of identical designs on both faces of the cloth but in reversed colors. They also record the devotion to abstraction typical of the Paracas style. One features three repeats of a highly geometrical standing deity with a fanged mouth. The other includes several stylized deity heads and a blocky, frontally posed feline. The type of garment that these fragments come from remains <br>unknown.",https://clevelandart.org/art/2005.14,https://openaccess-cdn.clevelandart.org/2005.14/2005.14_web.jpg,CC0,True,andean; paracas; peru; south coast,camelid; cloth; fiber; garment; textile,candidate,Pendiente de revision visual.,Andean textile; Paracas textile; Peru textile; South Coast textile
Cleveland Museum of Art,163676,2005.15,Textile Fragment with Interlace Pattern,"Peru, South Coast, Paracas, Yauca Valley(?)",700–400 BCE,Textile,camelid fiber and cotton; brocaded plain-weave,,Textiles,,https://clevelandart.org/art/2005.15,https://openaccess-cdn.clevelandart.org/2005.15/2005.15_web.jpg,CC0,True,paracas; peru; south coast,camelid; cotton; fiber; textile,candidate,Pendiente de revision visual.,Paracas textile; Peru textile; South Coast textile
Cleveland Museum of Art,163708,2005.16,Tunic with Profile Animals and Checkerboards,"Peru, South Coast, Paracas or Nasca?","410–540 CE (radiocarbon date, 93% probability)",Textile,cotton; dye-patterned plain weave,,Textiles,"The imagery in the central field of this unique tunic—animals with long tails and three-toed feet—seems to have been created by painting a slurry-like material on the pale areas to protect them when the fabric was immersed in a bath that turned other areas light brown. Then the slurry was removed, revealing the pattern. The checkerboard areas at the sides, on the other hand, are woven with brown and cream-colored yarns. Specialists puzzle over the origins of the tunic, some attributing it to the Paracas (700 BCE–1 CE) and others to the Nasca (100 BCE–650 CE), who sprang from Paracas roots.",https://clevelandart.org/art/2005.16,https://openaccess-cdn.clevelandart.org/2005.16/2005.16_web.jpg,CC0,True,nasca; paracas; peru; south coast,cotton; textile; tunic; woven,candidate,Pendiente de revision visual.,Nasca textile; Paracas textile; Peru textile; South Coast textile
Cleveland Museum of Art,163724,2005.17,Tunic with Double-headed Serpents,"Peru, South Coast, Ica Valley, Ocucaje site?, Paracas people (700 BCE-1 CE)",400–200 BCE,Textile,cotton; gauze,,Textiles,"Gauze weave was used to pattern this tunic with interlocking, double-headed serpents that may <br>have had mythical or supernatural significance. By manipulating the density of the fabric to create the design, the weaver may have sidestepped a limitation of cotton, which did not readily take dyes.",https://clevelandart.org/art/2005.17,https://openaccess-cdn.clevelandart.org/2005.17/2005.17_web.jpg,CC0,True,paracas; peru; south coast,cotton; textile; tunic,candidate,Pendiente de revision visual.,Paracas textile; Peru textile; South Coast textile
Cleveland Museum of Art,163758,2005.18,Panel from the End of a Sash,"Peru, South Coast, Paracas, Carhua or Chucho?",700–1 BCE,Textile,cotton; camelid fiber; tapestry and plain-weave,,Textiles,,https://clevelandart.org/art/2005.18,https://openaccess-cdn.clevelandart.org/2005.18/2005.18_web.jpg,CC0,True,paracas; peru; south coast,camelid; cotton; fiber; textile,candidate,Pendiente de revision visual.,Paracas textile; Peru textile; South Coast textile
Cleveland Museum of Art,163781,2005.19,Fragment of a Mantle with Oculate Being,"Peru, South Coast, Paracas, Carhua?",200–1 BCE,Textile,cotton; double-cloth,,Textiles,,https://clevelandart.org/art/2005.19,https://openaccess-cdn.clevelandart.org/2005.19/2005.19_web.jpg,CC0,True,paracas; peru; south coast,cloth; cotton; mantle; textile,candidate,Pendiente de revision visual.,Paracas textile; Peru textile; South Coast textile
Cleveland Museum of Art,164419,2005.5,"Peruvian Textiles: Mantle or Hanging, Loincloth, Turban, Padded Hat, Band with Tassels","Peru, North Coast, Chimú style, 1200-1460s",1405–1640,Textile,"cotton; plain weave, brocaded and complex alternating gauze with 3 or 5 shots of plain weave between gauze shots",,Textiles,"Although these textiles are similar in appearance and technical features, it is not clear that they were found or used together. They are said to come from the region of Chan Chan, the capital of the Chimú Empire. To see the record for each, click “see all set records,” above.",https://clevelandart.org/art/2005.5,https://openaccess-cdn.clevelandart.org/2005.5/2005.5_web.jpg,CC0,True,north coast; peru; peruvian,cotton; mantle; textile,candidate,Pendiente de revision visual.,Chimu textile; North Coast textile; Peru textile; Peruvian textile
Cleveland Museum of Art,164420,2005.5.1,Mantle or Hanging,"Peru, North Coast, Chimú style, 1200-1460s","1480–1635 (radiocarbon date, 95.4% probability)",Textile,"cotton; plain weave, brocaded and complex alternating gauze with 3 or 5 shots of plain weave between gauze shots",,Textiles,"This garment embodies an important principle of the Chimú textile aesthetic: a love of combining different textures, some dense and sculptural and others so open and airy they are nearly invisible. (The hand-spun yarns are only .1 to .2 millimeters in diameter.) It also elegantly articulates the simplified, spare visual vocabulary that the Chimú favored, here geometric motifs.",https://clevelandart.org/art/2005.5.1,https://openaccess-cdn.clevelandart.org/2005.5.1/2005.5.1_web.jpg,CC0,True,north coast; peru,cotton; garment; mantle; textile,candidate,Pendiente de revision visual.,Chimu textile; North Coast textile; Peru textile
Cleveland Museum of Art,164421,2005.5.2,Loincloth,"Peru, North Coast, Chimú style, 1200–1460s","1425–1500 (radiocarbon date, 92.3% probability)",Garment,"cotton; plain weave, brocaded and complex alternating gauze with 5 shots of plain weave between gauze shots",,Textiles,"Loincloths were basic men’s wear in ancient Peru. But the extraordinary size of some examples—this one is about eight feet long, unfolded—makes it difficult to know how they were worn, except that they were tied around the waist with the decorated panels hanging at the front and back of the body. The appearance may have been that of a billowing skirt.",https://clevelandart.org/art/2005.5.2,https://openaccess-cdn.clevelandart.org/2005.5.2/2005.5.2_web.jpg,CC0,True,north coast; peru,cotton; garment,candidate,Pendiente de revision visual.,Chimu textile; North Coast textile; Peru textile
Cleveland Museum of Art,164422,2005.5.3,Turban,"Peru, North Coast, Chimú style","1485–1640 (radiocarbon date, 95.4% probability)",Garment,"Cotton; plain weave, brocaded and complex alternating gauze with 5 shots of plain weave between gauze shots",,Textiles,"Chimú garments like this one consist of a large, rectangular central section—here measuring some 65 inches by 50 inches—with decorated tabs stitched to two opposite corners. Such garments probably were worn as turbans but we do not understand exactly how. For the purpose of display, the plain central section of this example has been folded to form a wide band, with the tabs arranged on either side.",https://clevelandart.org/art/2005.5.3,https://openaccess-cdn.clevelandart.org/2005.5.3/2005.5.3_web.jpg,CC0,True,north coast; peru,cotton; garment,candidate,Pendiente de revision visual.,Chimu textile; North Coast textile; Peru textile
Cleveland Museum of Art,164423,2005.5.4,Padded Hat,"Peru, North Coast, Chimú style, 1200-1460s","1460–1625 (radiocarbon date, 95.4% probability)",Garment,"cotton; plain weave, brocaded",,Textiles,"This garment may have been found with others in the collection that formed a matched set worn by a noble of the Chimú, who rose to power on Peru’s north coast after 1000 AD.",https://clevelandart.org/art/2005.5.4,https://openaccess-cdn.clevelandart.org/2005.5.4/2005.5.4_web.jpg,CC0,True,north coast; peru,cotton; garment,candidate,Pendiente de revision visual.,Chimu textile; North Coast textile; Peru textile
Cleveland Museum of Art,164424,2005.5.5,Band with Tassels,"Peru, North Coast, Chimú style, 1200-1460s","1455–1625 (radiocarbon date, 95% probability)",Garment,cotton; weft-faced plain weave,,Textiles,"This garment may have been found with others in the collection that formed a matched set worn by a noble of the Chimú, who rose to power on Peru’s north coast after the year 1000.",https://clevelandart.org/art/2005.5.5,https://openaccess-cdn.clevelandart.org/2005.5.5/2005.5.5_web.jpg,CC0,True,north coast; peru,cotton; garment,candidate,Pendiente de revision visual.,Chimu textile; North Coast textile; Peru textile
Cleveland Museum of Art,164428,2005.53,Tunic Fragments with Bird-Headed Creature,"Central Andes, Middle Horizon, Wari, 6th-11th century",600–1000,Textile,"Camelid fiber, cotton; tapestry weave",,Textiles,"The bird-headed creature in profile that repeats in each of this tunic's design fields gazes upward, holds a staff of authority in front of its body, and wears an ornate headdress behind which a three-feathered wing can be seen. The extremely high technical quality of such tunics suggests that the Wari reserved bird imagery for their most exalted rulers. Here, the original incorporated more than twice as much yarn as the routine--some 19 miles, all handmade and much dyed an inky, dark blue, the most prestigious of Wari colors.",https://clevelandart.org/art/2005.53,https://openaccess-cdn.clevelandart.org/2005.53/2005.53_web.jpg,CC0,True,andes; wari,camelid; cotton; fiber; textile; tunic,candidate,Pendiente de revision visual.,Andes textile; Wari textile
Cleveland Museum of Art,164429,2005.53.a,Half of a Sleeved Tunic,"Central Andes, Middle Horizon, Wari, 6th-11th century",c. 500–1000,Textile,single-interlocked tapestry; cotton warp; camelid fiber weft,,Textiles,"The bird-headed creature in profile that repeats in each of this tunic's design fields gazes upward, holds a staff of authority in front of its body, and wears an ornate headdress behind which a three-feathered wing can be seen. The extremely high technical quality of such tunics suggests that the Wari reserved bird imagery for their most exalted rulers. Here, the original incorporated more than twice as much yarn as the routine--some 19 miles, all handmade and much dyed an inky, dark blue, the most prestigious of Wari colors.",https://clevelandart.org/art/2005.53.a,https://openaccess-cdn.clevelandart.org/2005.53.a/2005.53.a_web.jpg,CC0,True,andes; wari,camelid; cotton; fiber; textile; tunic,candidate,Pendiente de revision visual.,Andes textile; Wari textile
Cleveland Museum of Art,164430,2005.53.b,Half of a Sleeved Tunic,"Central Andes, Middle Horizon, Wari, 6th-11th century",c. 500–1000,Textile,single-interlocked tapestry; cotton warp; camelid fiber weft,,Textiles,"The bird-headed creature in profile that repeats in each of this tunic's design fields gazes upward, holds a staff of authority in front of its body, and wears an ornate headdress behind which a three-feathered wing can be seen. The extremely high technical quality of such tunics suggests that the Wari reserved bird imagery for their most exalted rulers. Here, the original incorporated more than twice as much yarn as the routine--some 19 miles, all handmade and much dyed an inky, dark blue, the most prestigious of Wari colors.",https://clevelandart.org/art/2005.53.b,https://openaccess-cdn.clevelandart.org/2005.53.b/2005.53.b_web.jpg,CC0,True,andes; wari,camelid; cotton; fiber; textile; tunic,candidate,Pendiente de revision visual.,Andes textile; Wari textile
Cleveland Museum of Art,165184,2007.179,Tunic with Sacrificer,"South America, Peru, Central Andes, Middle Horizon, Wari people, 7th-11th century",600–1000,Textile,"camelid-fiber, cotton; tapestry weave",,Textiles,"An extremely abstract supernatural sacrifice repeats in different colors and orientations across the body of this tunic, which was shortened on one side in antiquity. Look for the toothy black-and-white mouth in the sacrificer's upward-gazing head; other facial features include a button nose and a vertically divided eye. The figure holds the L-shaped haft of an axe behind its back and, at the front of its body, a short staff with a severed, upside-down human head on the top.",https://clevelandart.org/art/2007.179,https://openaccess-cdn.clevelandart.org/2007.179/2007.179_web.jpg,CC0,True,andes; peru; wari,camelid; cotton; fiber; textile; tunic,candidate,Pendiente de revision visual.,Andes textile; Peru textile; Wari textile
Cleveland Museum of Art,165266,2007.2,Textile Fragments,"Peru, Moche, north coast",c. 50–650 CE,Textile,cotton and camelid fiber,,Textiles,"These fragments are rare survivors of catastrophic rains that destroyed much of the Moche textile legacy and may have helped to bring about the decline of Moche culture. Each depicts a serpent and a snail beneath a hovering raptorial bird—perhaps a snail kite, a type of hawk named after its favored food. The size of the motifs implies that the original textile was large; a mantle (a shawl-like garment) or a hanging are among the possibilities.",https://clevelandart.org/art/2007.2,https://openaccess-cdn.clevelandart.org/2007.2/2007.2_web.jpg,CC0,True,moche; north coast; peru,camelid; cotton; fiber; garment; mantle; textile,candidate,Pendiente de revision visual.,Moche textile; North Coast textile; Peru textile
Cleveland Museum of Art,165267,2007.2.1,Textile Fragment,"Peru, Moche, north coast",c. 50–650 CE,Textile,cotton and camelid fiber,,Textiles,"This fragment, one of several in the collection, is a rare survivor of catastrophic rains that destroyed much of the Moche textile legacy and may have helped to bring about the decline of Moche culture. It depicts a serpent and a snail beneath a hovering raptorial bird—perhaps a snail kite, a type of hawk named after its favored food. The size of the motifs implies that the original textile was large; a mantle (a shawl-like garment) or a hanging are among the possibilities.",https://clevelandart.org/art/2007.2.1,https://openaccess-cdn.clevelandart.org/2007.2.1/2007.2.1_web.jpg,CC0,True,moche; north coast; peru,camelid; cotton; fiber; garment; mantle; textile,candidate,Pendiente de revision visual.,Moche textile; North Coast textile; Peru textile
Cleveland Museum of Art,165268,2007.2.2,Textile Fragment,"Peru, Moche, north coast",c. 50–650 CE,Textile,cotton and camelid fiber,,Textiles,"This fragment, one of several in the collection, is a rare survivor of catastrophic rains that destroyed much of the Moche textile legacy and may have helped to bring about the decline of Moche culture. It depicts a serpent and a snail beneath a hovering raptorial bird—perhaps a snail kite, a type of hawk named after its favored food. The size of the motifs implies that the original textile was large; a mantle (a shawl-like garment) or a hanging are among the possibilities.",https://clevelandart.org/art/2007.2.2,https://openaccess-cdn.clevelandart.org/2007.2.2/2007.2.2_web.jpg,CC0,True,moche; north coast; peru,camelid; cotton; fiber; garment; mantle; textile,candidate,Pendiente de revision visual.,Moche textile; North Coast textile; Peru textile
Cleveland Museum of Art,165269,2007.2.3,Textile Fragment,"Peru, Moche, north coast",c. 50–650 CE,Textile,cotton and camelid fiber,,Textiles,"This fragment, one of several in the collection, is a rare survivor of catastrophic rains that destroyed much of the Moche textile legacy and may have helped to bring about the decline of Moche culture. It depicts a serpent and a snail beneath a hovering raptorial bird—perhaps a snail kite, a type of hawk named after its favored food. The size of the motifs implies that the original textile was large; a mantle (a shawl-like garment) or a hanging are among the possibilities.",https://clevelandart.org/art/2007.2.3,https://openaccess-cdn.clevelandart.org/2007.2.3/2007.2.3_web.jpg,CC0,True,moche; north coast; peru,camelid; cotton; fiber; garment; mantle; textile,candidate,Pendiente de revision visual.,Moche textile; North Coast textile; Peru textile
Cleveland Museum of Art,165270,2007.2.4,Textile Fragment,"Peru, Moche, north coast",c. 50–650 CE,Textile,cotton and camelid fiber,,Textiles,"This fragment, one of several in the collection, is a rare survivor of catastrophic rains that destroyed much of the Moche textile legacy and may have helped to bring about the decline of Moche culture. It depicts a serpent and a snail beneath a hovering raptorial bird—perhaps a snail kite, a type of hawk named after its favored food. The size of the motifs implies that the original textile was large; a mantle (a shawl-like garment) or a hanging are among the possibilities.",https://clevelandart.org/art/2007.2.4,https://openaccess-cdn.clevelandart.org/2007.2.4/2007.2.4_web.jpg,CC0,True,moche; north coast; peru,camelid; cotton; fiber; garment; mantle; textile,candidate,Pendiente de revision visual.,Moche textile; North Coast textile; Peru textile
Cleveland Museum of Art,165271,2007.2.5,Textile Fragment,"Peru, Moche, north coast",c. 50–650 CE,Textile,cotton and camelid fiber,,Textiles,"This fragment, one of several in the collection, is a rare survivor of catastrophic rains that destroyed much of the Moche textile legacy and may have helped to bring about the decline of Moche culture. It depicts a serpent and a snail beneath a hovering raptorial bird—perhaps a snail kite, a type of hawk named after its favored food. The size of the motifs implies that the original textile was large; a mantle (a shawl-like garment) or a hanging are among the possibilities.",https://clevelandart.org/art/2007.2.5,https://openaccess-cdn.clevelandart.org/2007.2.5/2007.2.5_web.jpg,CC0,True,moche; north coast; peru,camelid; cotton; fiber; garment; mantle; textile,candidate,Pendiente de revision visual.,Moche textile; North Coast textile; Peru textile
Cleveland Museum of Art,165272,2007.2.6,Textile Fragment,"Peru, Moche, north coast",c. 50–650 CE,Textile,cotton and camelid fiber,,Textiles,"This fragment, one of several in the collection, is a rare survivor of catastrophic rains that destroyed much of the Moche textile legacy and may have helped to bring about the decline of Moche culture. It depicts a serpent and a snail beneath a hovering raptorial bird—perhaps a snail kite, a type of hawk named after its favored food. The size of the motifs implies that the original textile was large; a mantle (a shawl-like garment) or a hanging are among the possibilities.",https://clevelandart.org/art/2007.2.6,https://openaccess-cdn.clevelandart.org/2007.2.6/2007.2.6_web.jpg,CC0,True,moche; north coast; peru,camelid; cotton; fiber; garment; mantle; textile,candidate,Pendiente de revision visual.,Moche textile; North Coast textile; Peru textile
Cleveland Museum of Art,165273,2007.2.7,Loose Textile Fragments,"Peru, Moche, north coast",c. 50–650 CE,Textile,cotton and camelid fiber,,Textiles,,https://clevelandart.org/art/2007.2.7,https://openaccess-cdn.clevelandart.org/2007.2.7/2007.2.7_web.jpg,CC0,True,moche; north coast; peru,camelid; cotton; fiber; textile,candidate,Pendiente de revision visual.,Moche textile; North Coast textile; Peru textile
Cleveland Museum of Art,166766,2008.58,Loincloth with Feather(?) Motifs,"Peru, Central Andes, Chimú or Chimú-Inka, 11th-16th century",1000–1532,Textile,"plain weave, tapestry weave; cotton, camelid fiber",,Textiles,,https://clevelandart.org/art/2008.58,https://openaccess-cdn.clevelandart.org/2008.58/2008.58_web.jpg,CC0,True,andes; peru,camelid; cotton; fiber; textile,candidate,Pendiente de revision visual.,Andes textile; Chimu textile; Peru textile
Cleveland Museum of Art,169188,2011.111,Tunic and Band,"Peru, Chimú or Chimú-Inka, 12th-16th century",1100–1532,Textile,white cotton; plain weave with supplementary weft brocading,,Textiles,"Although these garments are similar in appearance and technical features, it is not clear that they were found or used together. To see the record for each, click “see all set records,” above.",https://clevelandart.org/art/2011.111,https://openaccess-cdn.clevelandart.org/2011.111/2011.111_web.jpg,CC0,True,peru,cotton; textile; tunic,candidate,Pendiente de revision visual.,Chimu textile; Peru textile
Cleveland Museum of Art,169189,2011.111.1,Tunic,"Peru, Chimú or Chimú-Inka, 12th-16th century",1100–1532,Textile,white cotton; plain weave with supplementary weft brocading,,Textiles,"This garment embodies an important principle of the Chimú textile aesthetic: a love of combining different textures, some dense and sculptural and others so open and airy they are nearly invisible. (The hand-spun yarns are only .1 to .2 millimeters in diameter.) It also elegantly articulates the simplified, spare visual vocabulary that the Chimú favored, here geometric motifs.",https://clevelandart.org/art/2011.111.1,https://openaccess-cdn.clevelandart.org/2011.111.1/2011.111.1_web.jpg,CC0,True,peru,cotton; garment; textile; tunic,candidate,Pendiente de revision visual.,Chimu textile; Peru textile
Cleveland Museum of Art,169190,2011.111.2,Band,"Peru, Chimú or Chimú-Inka, 12th-16th century",1100–1532,Textile,white cotton; plain weave,,Textiles,,https://clevelandart.org/art/2011.111.2,https://openaccess-cdn.clevelandart.org/2011.111.2/2011.111.2_web.jpg,CC0,True,peru,cotton; textile,candidate,Pendiente de revision visual.,Chimu textile; Peru textile
Cleveland Museum of Art,171611,2014.389,Band (Headband?),"Central Andes, Moche-Wari Style, mid-7th to mid-9th century",c. 650–850,Textile,Camelid fiber (alpaca; weft) and cotton (warp); tapestry weave,,Textiles,"This jewel-like textile, perhaps the only one of its kind, is made from a single band accordion-folded to form tabs, each edged with lush red tassels. Repeated in different colors down its length is the image of a warrior who holds an axe in one hand and a jagged, club-like object in the other. The reversed orientation of several of the warriors may be the result of the weaving method.",https://clevelandart.org/art/2014.389,https://openaccess-cdn.clevelandart.org/2014.389/2014.389_web.jpg,CC0,True,andes; moche; wari,camelid; cotton; fiber; textile; weaving,candidate,Pendiente de revision visual.,Andes textile; Moche textile; Wari textile
Cleveland Museum of Art,292530,2016.267,Tunic with Frontal Figures,"Central Andes, Central Coast, Ychsma (Pachacamac) people",1400–1532,Textile,Cotton; slit tapestry weave,,Textiles,"This tunic was made by weavers of the Ychsma (<strong><em>yeach</em></strong><em>-mah</em>) people, who were affiliated with Pachacamac, a vast religious center that housed an oracle. The figures repeated across its composition may represent important ancestors or high-ranking members of society. The tunic likely dates to the period after the Inka Empire conquered Ychsma coastal territory, eventually becoming the largest Indigenous empire to have existed in the ancient Americas.",https://clevelandart.org/art/2016.267,https://openaccess-cdn.clevelandart.org/2016.267/2016.267_web.jpg,CC0,True,andes,cotton; textile; tunic,candidate,Pendiente de revision visual.,Andes textile
