id_objeto,titulo_original,cultura,periodo,clasificacion_original,nombre_objeto_original,material_original,url_objeto,url_imagen,categoria_revision_v2,motivo_revision_v2,decision_sugerida,decision_auditoria,motivo_auditoria,observacion_auditoria
307966,Band Fragment,Nasca,,Textiles-Woven,Band fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/307966,https://images.metmuseum.org/CRDImages/ao/original/29.146.14 -15.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,
307965,Band Fragment,Nasca,,Textiles-Woven,Band fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/307965,https://images.metmuseum.org/CRDImages/ao/original/DP18634.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,
307964,Band Fragment,Nasca,,Textiles-Woven,Band fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/307964,https://images.metmuseum.org/CRDImages/ao/original/DP18634.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,
308027,Fringed Bag,Nasca,,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/308027,https://images.metmuseum.org/CRDImages/ao/original/DP18600.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,
308028,Bag,Nasca,,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/308028,https://images.metmuseum.org/CRDImages/ao/original/DP18595.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,
308025,Bag,Nasca,,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/308025,https://images.metmuseum.org/CRDImages/ao/original/DP18593.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,
307967,Band Fragment,Nasca,,Textiles-Woven,Band fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/307967,https://images.metmuseum.org/CRDImages/ao/original/29.146.14 -15.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,
307963,Bag,Nasca,,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/307963,https://images.metmuseum.org/CRDImages/ao/original/DP18609.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,
308029,Fringed Bag,Nasca,,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/308029,https://images.metmuseum.org/CRDImages/ao/original/DP18594.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,
307971,Border Fragments,Nasca,,Textiles-Woven,Border fragments,Camelid hair,https://www.metmuseum.org/art/collection/search/307971,https://images.metmuseum.org/CRDImages/ao/original/DP18443.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,descartar,fragmento_no_legible,
308026,Fringed Bag,Nasca,,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/308026,https://images.metmuseum.org/CRDImages/ao/original/DP18586_32.32.13.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,
308021,Bag,Nasca,,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/308021,https://images.metmuseum.org/CRDImages/ao/original/DP18587_32.32.8.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,
308023,Bag,Nasca,,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/308023,https://images.metmuseum.org/CRDImages/ao/original/DP18585_32.32.10.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,
307843,Tapestry Bag with Fringes,Nasca,,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/307843,https://images.metmuseum.org/CRDImages/ao/original/DP18590.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,
307970,Border Fragment,Nasca,,Textiles-Woven,Border fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/307970,https://images.metmuseum.org/CRDImages/ao/original/DP218997.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,descartar,fragmento_no_legible,
308282,Panel with Figures,Nasca,,Textiles-Non-Woven,Textile fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/308282,https://images.metmuseum.org/CRDImages/ao/original/TP410.jpg,candidato_corpus_principal,título indica pieza textil principal con superficie útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,
314363,Tunic,Nasca,,Textiles-Woven,Tunic,Camelid hair,https://www.metmuseum.org/art/collection/search/314363,https://images.metmuseum.org/CRDImages/ao/original/DP221262.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,
316921,Bag,Nasca (?),,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/316921,https://images.metmuseum.org/CRDImages/ao/original/DP18608.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,
313339,Dress Fragment,Nasca,,Textiles-Woven,Textile fragment,"Cotton, pigment",https://www.metmuseum.org/art/collection/search/313339,https://images.metmuseum.org/CRDImages/ao/original/SC207347.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,descartar,fragmento_no_legible,
307953,Fragmentary Band,Nasca,,Textiles-Woven,Band fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/307953,https://images.metmuseum.org/CRDImages/ao/original/DP18444.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,
307969,Border Fragment,Nasca,,Textiles-Woven,Border fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/307969,https://images.metmuseum.org/CRDImages/ao/original/DP18504.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,descartar,fragmento_no_legible,
307961,Band Fragment,Nasca,,Textiles-Woven,Textile fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/307961,https://images.metmuseum.org/CRDImages/ao/original/75153.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,
308015,Tapestry Panel,Nasca,,Textiles-Woven,Textile fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/308015,https://images.metmuseum.org/CRDImages/ao/original/DP18635.jpg,candidato_corpus_principal,título indica pieza textil principal con superficie útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,
307933,Tapestry Fragment with Figures,Nasca (?),,Textiles-Woven,Textile fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/307933,https://images.metmuseum.org/CRDImages/ao/original/LC-28_64_27_TMSa.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,
316925,Bag,Nasca (?),,Textiles-Woven,Bag,Camelid hair,https://www.metmuseum.org/art/collection/search/316925,https://images.metmuseum.org/CRDImages/ao/original/DP18612.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,
307962,Bag Fragment,Nasca,,Textiles-Woven,Bag fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/307962,https://images.metmuseum.org/CRDImages/ao/original/29.146.11.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,
307952,Tunic Fragment,Nasca (?),,Textiles-Woven,Tunic fragment,Camelid hair,https://www.metmuseum.org/art/collection/search/307952,https://images.metmuseum.org/CRDImages/ao/original/DP18638.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,descartar,fragmento_no_legible,
313129,Hanging,Wari (?),,Textiles-Woven,Hanging,"Cotton, paint",https://www.metmuseum.org/art/collection/search/313129,https://images.metmuseum.org/CRDImages/ao/original/222460.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,descartar,fragmento_no_legible,
312614,Tunic Section,Wari,,Textiles-Woven,Tunic fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/312614,https://images.metmuseum.org/CRDImages/ao/original/TP411.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,
308283,Panel with Figures,Chancay,,Textiles-Woven,Textile fragment,"Cotton, paint",https://www.metmuseum.org/art/collection/search/308283,https://images.metmuseum.org/CRDImages/ao/original/DP221260.jpg,candidato_corpus_principal,título indica pieza textil principal con superficie útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,
313135,Openwork Headband,Chancay,,Textiles-Costumes,Headband fragment,Cotton,https://www.metmuseum.org/art/collection/search/313135,https://images.metmuseum.org/CRDImages/ao/original/222466.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,descartar,fragmento_no_legible,
312669,Panel,Chancay,,Textiles-Woven,Panel,"Cotton, paint",https://www.metmuseum.org/art/collection/search/312669,https://images.metmuseum.org/CRDImages/ao/original/1979_206_459_EX_01.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,
310059,Painted Woven Panel,Chancay,,Textiles-Woven,Panel,"Cotton, paint",https://www.metmuseum.org/art/collection/search/310059,https://images.metmuseum.org/CRDImages/ao/original/vs1978_412_13.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,
307943,Fragment,Chancay,,Textiles-Woven,Fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/307943,https://images.metmuseum.org/CRDImages/ao/original/DP101351.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,
307940,Fragment,Chancay,,Textiles-Woven,Textile fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/307940,https://images.metmuseum.org/CRDImages/ao/original/72153.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,
308290,Fragment,Chancay,,Textiles-Woven,Panel,"Cotton, camelid hair",https://www.metmuseum.org/art/collection/search/308290,https://images.metmuseum.org/CRDImages/ao/original/175775.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,
307806,Tapestry Border Fragment with Tab Fringes,Chancay,,Textiles-Woven,Border fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/307806,https://images.metmuseum.org/CRDImages/ao/original/vs09_50_1085.jpg,candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,revisar_para_corpus_principal,pasar_a_corpus_principal,fragmento_textil_util,
313121,Panel,Chancay,,Textiles-Woven,Panel,"Cotton, camelid hair",https://www.metmuseum.org/art/collection/search/313121,https://images.metmuseum.org/CRDImages/ao/original/222448.jpg,candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,revisar_para_corpus_principal,pasar_a_corpus_principal,superficie_textil_util,
316983,Four-Cornered Hat,Tiwanaku,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316983,https://images.metmuseum.org/CRDImages/ao/original/DP-29592-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,
316981,Four-Cornered Hat,Tiwanaku,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316981,https://images.metmuseum.org/CRDImages/ao/original/DP-29590-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,
316342,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316342,https://images.metmuseum.org/CRDImages/ao/original/DP-29624-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,
316727,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316727,https://images.metmuseum.org/CRDImages/ao/original/DP-29608-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,
314620,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/314620,https://images.metmuseum.org/CRDImages/ao/original/DP-29602-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,
316968,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316968,https://images.metmuseum.org/CRDImages/ao/original/DP-29615-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,
316972,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316972,https://images.metmuseum.org/CRDImages/ao/original/DP-29619-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,
316975,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316975,https://images.metmuseum.org/CRDImages/ao/original/DP-29627-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,
316964,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316964,https://images.metmuseum.org/CRDImages/ao/original/DP-29611-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,
316977,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316977,https://images.metmuseum.org/CRDImages/ao/original/DP-29629-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,
316969,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316969,https://images.metmuseum.org/CRDImages/ao/original/DP-29616-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,
316988,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316988,https://images.metmuseum.org/CRDImages/ao/original/DP-29630-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,
316976,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316976,https://images.metmuseum.org/CRDImages/ao/original/DP-29628-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,
316971,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316971,https://images.metmuseum.org/CRDImages/ao/original/DP-29618-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,
316967,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316967,https://images.metmuseum.org/CRDImages/ao/original/DP-29614-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,
316974,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316974,https://images.metmuseum.org/CRDImages/ao/original/DP-29626-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,
316973,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316973,https://images.metmuseum.org/CRDImages/ao/original/DP-29620-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,
316343,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316343,https://images.metmuseum.org/CRDImages/ao/original/DP-29625-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,
316341,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316341,https://images.metmuseum.org/CRDImages/ao/original/DP-29623-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,
316340,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316340,https://images.metmuseum.org/CRDImages/ao/original/DP-29622-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,
314622,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/314622,https://images.metmuseum.org/CRDImages/ao/original/DP-29603-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,
314624,Four-Cornered Hat,Wari,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/314624,https://images.metmuseum.org/CRDImages/ao/original/DP-29605-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,
316948,Openweave Cap,Peruvian,,Textiles-Costumes,Hat,Cotton,https://www.metmuseum.org/art/collection/search/316948,https://images.metmuseum.org/CRDImages/ao/original/hz1994_35_123.jpg,revision_prenda_accesorio,prenda/accesorio textil; revisar si aporta patrón o iconografía,revisar_para_secundario,descartar,fragmento_no_legible,
316949,Openweave Cap with Tassels,Peruvian,,Textiles-Costumes,Hat,Cotton,https://www.metmuseum.org/art/collection/search/316949,https://images.metmuseum.org/CRDImages/ao/original/DP101292.jpg,revision_prenda_accesorio,prenda/accesorio textil; revisar si aporta patrón o iconografía,revisar_para_secundario,descartar,fragmento_no_legible,
315785,Hat,Peruvian,,Textiles-Woven,Hat,Cotton,https://www.metmuseum.org/art/collection/search/315785,https://images.metmuseum.org/CRDImages/ao/original/vs1987_394_705.jpg,revision_prenda_accesorio,prenda/accesorio textil; revisar si aporta patrón o iconografía,revisar_para_secundario,descartar,fragmento_no_legible,
316940,Hat,Peruvian,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316940,https://images.metmuseum.org/CRDImages/ao/original/DP18717.jpg,revision_prenda_accesorio,prenda/accesorio textil; revisar si aporta patrón o iconografía,revisar_para_secundario,descartar,fragmento_no_legible,
316955,Cap,Peruvian,,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316955,https://images.metmuseum.org/CRDImages/ao/original/DP-30089-001.jpg,revision_prenda_accesorio,prenda/accesorio textil; revisar si aporta patrón o iconografía,revisar_para_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,
314614,Cap Woven with Human Hair,Inca,,Textiles-Woven,Hat,"Camelid hair, human hair",https://www.metmuseum.org/art/collection/search/314614,https://images.metmuseum.org/CRDImages/ao/original/DP-30090-001.jpg,revision_prenda_accesorio,prenda/accesorio textil; revisar si aporta patrón o iconografía,revisar_para_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,
318460,False Face for Funerary Bundle,Paracas,,Textiles-Woven,Mask,"Cotton, paint",https://www.metmuseum.org/art/collection/search/318460,https://images.metmuseum.org/CRDImages/ao/original/vsl1995_49.jpg,revision_prenda_accesorio,prenda/accesorio textil; revisar si aporta patrón o iconografía,revisar_para_secundario,pasar_a_corpus_principal,composicion_visual_util,
315772,Headband with ornamental tassels,Nasca,,Textiles-Woven,Tassels,Camelid hair,https://www.metmuseum.org/art/collection/search/315772,https://images.metmuseum.org/CRDImages/ao/original/DP-26542-001.jpg,revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,revisar_para_secundario_o_principal,pasar_a_corpus_principal,composicion_visual_util,
307944,Sash,Chimú,,Textiles-Woven,Sash,Camelid hair,https://www.metmuseum.org/art/collection/search/307944,https://images.metmuseum.org/CRDImages/ao/original/LC-28_171_7_TMSa.jpg,revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,revisar_para_secundario_o_principal,pasar_a_corpus_principal,composicion_visual_util,
316931,Headband,Peruvian,,Textiles-Woven,Headband,Camelid hair,https://www.metmuseum.org/art/collection/search/316931,https://images.metmuseum.org/CRDImages/ao/original/1994.35.106_a.JPG,revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,revisar_para_secundario_o_principal,pasar_a_corpus_principal,composicion_visual_util,
309528,Band,Inca,,Textiles-Woven,Band,Camelid hair,https://www.metmuseum.org/art/collection/search/309528,https://images.metmuseum.org/CRDImages/ao/original/189514.jpg,revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,revisar_para_secundario_o_principal,pasar_a_corpus_principal,composicion_visual_util,
318888,Headband,Inca,,Textiles-Woven,Headband,Camelid hair,https://www.metmuseum.org/art/collection/search/318888,https://images.metmuseum.org/CRDImages/ao/original/DP-13440-001.jpg,revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,revisar_para_secundario_o_principal,descartar,fragmento_no_legible,
312933,Headband,Nasca,,Textiles-Woven,Headdress,Camelid fiber,https://www.metmuseum.org/art/collection/search/312933,https://images.metmuseum.org/CRDImages/ao/original/DP-26538-001.jpg,revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,revisar_para_secundario_o_principal,pasar_a_corpus_secundario,faja_o_banda_util_secundario,
308018,Sash Fragment,Nasca,,Textiles-Woven,Sash,Camelid hair,https://www.metmuseum.org/art/collection/search/308018,https://images.metmuseum.org/CRDImages/ao/original/DP18628.jpg,revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,revisar_para_secundario_o_principal,descartar,fragmento_no_legible,
308020,Sash Fragment,Nasca,,Textiles-Woven,Sash,Camelid hair,https://www.metmuseum.org/art/collection/search/308020,https://images.metmuseum.org/CRDImages/ao/original/DP18630.jpg,revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,revisar_para_secundario_o_principal,descartar,fragmento_no_legible,
308019,Sash Fragment,Nasca,,Textiles-Woven,Sash,Camelid hair,https://www.metmuseum.org/art/collection/search/308019,https://images.metmuseum.org/CRDImages/ao/original/DP18629.jpg,revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,revisar_para_secundario_o_principal,descartar,fragmento_no_legible,
307959,Sash or Headband,Nasca,,Textiles-Woven,Sash,Camelid hair,https://www.metmuseum.org/art/collection/search/307959,https://images.metmuseum.org/CRDImages/ao/original/29.146.8.jpg,revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,revisar_para_secundario_o_principal,pasar_a_corpus_principal,composicion_visual_util,
316935,Headband,Nasca (?),,Textiles-Woven,Headband,"Cotton, camelid hair",https://www.metmuseum.org/art/collection/search/316935,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.110.jpg,revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,revisar_para_secundario_o_principal,pasar_a_corpus_principal,composicion_visual_util,
318746,Belt,Recuay,,Textiles-Woven,Belt,Camelid fiber,https://www.metmuseum.org/art/collection/search/318746,https://images.metmuseum.org/CRDImages/ao/original/2001.172_b.jpg,revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,revisar_para_secundario_o_principal,pasar_a_corpus_principal,composicion_visual_util,
310698,Headcloth,Chancay,,Textiles-Non-Woven,Headband,Cotton,https://www.metmuseum.org/art/collection/search/310698,https://images.metmuseum.org/CRDImages/ao/original/DP-26537-001.jpg,revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,revisar_para_secundario_o_principal,pasar_a_corpus_principal,composicion_visual_util,
310695,Openwork Headband,Chancay,,Textiles-Non-Woven,Headband,Cotton,https://www.metmuseum.org/art/collection/search/310695,https://images.metmuseum.org/CRDImages/ao/original/221102.jpg,revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,revisar_para_secundario_o_principal,pasar_a_corpus_principal,composicion_visual_util,
310699,Openwork Headband,Chancay,,Textiles-Non-Woven,Headband,Cotton,https://www.metmuseum.org/art/collection/search/310699,https://images.metmuseum.org/CRDImages/ao/original/221106.jpg,revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,revisar_para_secundario_o_principal,pasar_a_corpus_principal,composicion_visual_util,
